"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A63D","BOWLING GAMES, e.g. SKITTLES, BOCCE OR BOWLS; INSTALLATIONS THEREFOR; BAGATELLE OR SIMILAR GAMES; BILLIARDS  (balls A63B37/00)","A63B37/00","Hollow non-inflatable ballsBalls with special arrangements Apparatus or methods for Manufacturing ballsDevices for handling or treating balls Indoor games using small moving playing bodies, e.g. balls, discs or blocks","A63B39/00|A63B43/00|A63B45/00|A63B47/00|A63F7/00","","","Boule-type gamesGames, for example bowls, pétanque and boccia, with the general object of throwing or rolling balls or similar rolling objects in order for them to knock, or come to rest as close as possible to, a target. The target may be a smaller ball, commonly known as a ""jack"". These games can be played by individuals or teams, indoors or outdoors on a range of surfaces, including gravel, grass or specially built courts. The balls can be made from a variety of materials and are generally spherical or ovoid in shape.","This place covers: Bowling alleys and boccia courts, including features such as portability, form or material of the surface, stands for players and tracks for returning or circulating the balls; Table alleys, miniature bowling-alleys and accessories therefor; Pins; games of pins, e.g. ninepins, with tethered balls; Bagatelle and similar games, e.g. children's bagatelle; Billiards, similar games such as snooker and pool, and pocket billiards, including tables and accessories therefor, e.g. cushions, cues, means for roughening cue-tips and scoring or registering devices."
"A63D1/00","Installations for bowling games, e.g. bowling-alleys or bocce courts  (bowling greens A63C19/00)","A63C19/00","","","","","",""
"A63D3/00","Table bowling games; Miniature bowling-alleys; Bowling games  (games of pins A63D7/00)","A63D7/00","Coin-freed or like apparatus, e.g. for releasing balls for use ","G07F","","","",""
"A63D3/02","Arrangement of devices for propelling or projecting the balls {, e.g. spring, string, sling drive, roll-off devices}","","Apparatus for projecting or rolling-off the balls","A63F7/24","","","","This place covers: Illustrative example of subject matter classified in this group."
"A63D5/00","Accessories for bowling-alleys or table alleys","","","","","","","This place covers: Accessories for bowling-alleys or table alleys. Training devices for bowling intended to be worn by the player (for instance gloves) should not be classified here."
"A63D5/04","Indicating devices","","Counting mechanisms in general","G06M","","","",""
"A63D7/00","Games of pins, e.g. ninepins, with tethered balls","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A63D9/00","Pins","","Manufacture or reconditioning of semi- finished or finished bowling pins ","B27M3/22","","","","This place covers: Illustrative example of subject matter classified in this group."
"A63D13/00","Bagatelles or similar games","","PachinkoPinball games, accessories therefor, Devices for projecting or rolling-off balls","A63F7/022|A63F7/025|A63F7/22|A63F7/2409","","","BagatelleA modification of billiards in which the players' object is to strike the balls so that they, and perhaps other balls, shall fall into numbered holes that determine the score. Usually the bagatelle table has a rounded far end and a channel on the right hand side along which the balls are propelled. The bagatelle requires the players standing at the square end of the table hitting the balls with a cue towards the holes at the other end. Children's bagatelleConsist of marbles or balls that are shot onto a board which features areas fenced in by nails hammered into its surface. Each container scores different points depending upon the likelihood of a ball finishing in it (it is normally smaller than a bagatelle, table size).","This place covers: Games played on table-top boards or special tables, in which balls are projected from the lower end of a walled-in inclined surface (for example by means of a cue from a channel at the side of the surface) towards the higher end, which is often rounded, and roll back towards the lower end, hitting obstacles (for example metal pins) and targets (for example holes or target areas fenced in by pins) which determine the points scored."
"A63D15/00","Billiards, e.g. carom billiards or pocket billiards; Billiard tables  (bagatelle A63D13/00)","A63D13/00","Coin-freed apparatus for billiards ","G07F17/38","","","",""
"A63D15/003","{Pockets for pocket billiard tables}","","","","","","","This place covers: Pockets for pocket billiard tables, and in particular, also covers the billiard tables with pockets/holes in non-standard positions, e.g. golf-billiard, that include also obstacles on the billiard table."
"A63D15/005","{Ball-spotting racks, i.e. frames for positioning the balls in pocket billiards or pool}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A63D15/006","{Training or aiming arrangements on billiard tables}","","","","","","","This place covers: Training or aiming arrangements of billiard tables, e.g. light emitting cues and player stance training mats."
"A63D15/04","Billiard tables convertible into other tables, or the like  (into beds A47C17/62)","A47C17/62","","","","","",""
"A63D15/06","Cushions or fastenings therefor","","","","","","","This place covers: Cushions or fastening therefore, and in particular it also covers billiards which are not rectangular-shaped but hexagonal, circular, square, etc."
"A63D15/08","Cues","","Manufacture or reconditioning of sport articles, e.g. bowling pins, frames of tennis rackets, skis, paddlesConnecting constructional elements or machine parts by a part of or on one member entering a hole in the other and involving plastic deformation","B27M3/22|F16B17/00","","","",""
"A63D15/20","Scoring or registering devices","","Indicating or scoring devices for other games or sportsCounting mechanism in generalRegistering, indicating or recoding playing time, Displaying means in general","A63B71/06|G06M|G07C|G07C1/28|G09F","","","",""
