"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A01C15/00","Fertiliser distributors  ({combined with seeders} A01C7/06)","A01C7/06","Fertilisers or seeders with centrifugal wheelsArrangements for driving working partsLiquid fertilizersHarrows with special additional arrangementsSand, gravel or salt spreaders for roads","A01C17/00|A01C19/00|A01C23/00|A01B19/00|E01C19/20","Control of the distribution rate, elements for pneumatic distribution of granular fertilizers, etc, are identical to the seed regulating or distributing means, and are additionally classified under , when appropriate.","A01C7/00","",""
"A01C15/006","{Hoppers}","","","","","","","This place covers: Both this group and   cover also hoppers for seed."
"A01C15/02","for hand use","","Hand sowing","A01C7/02","","","",""
"A01C15/04","using blowers","","Aspects of the pneumatic distribution of granular fertilizer","A01C7/081","","","","This place covers: Only powder fertilizers, or specific aspects different or not suitable for seeds."
"A01C15/10","with reciprocating pushers {or stirrers in front of the slots}","","Distributors with endless chains","A01C15/18","","","",""
"A01C15/122","{with moving floor parts}","","Distributors with endless chains","A01C15/18","","","",""
"A01C15/128","{with pushers or stirrers in front of the slits  (with endless chains A01C15/18)}","A01C15/18","Distributors with endless chains","A01C15/18","","","",""
"A01C15/14","with means for lifting out the fertiliser","","Feeding wheels, cell wheels, discsBucket wheels","A01C7/12|A01C7/14","","","",""
"A01C17/00","Fertilisers or seeders with centrifugal wheels","","Hand-used implements and Fertilizer distributorsMechanical throwing machines for articles or solid bulk materialsSand, gravel or salt spreaders for roads","A01C7/02|A01C15/02|A01C15/00|B65G31/00|E01C19/20","","","",""
"A01C17/006","{Regulating or dosing devices}","","","","","","","This place covers: Dosing or regulation of the fertilizer before reaching the rotating disks, i.e. dosing shutters and devices controlling the quantity and location of fertilizer falling onto the rotating disks."
"A01C17/008","{Devices controlling the quantity or the distribution pattern}","","","","","","","This place covers: Regulation of the fertilizer on or after the rotating disks, i.e. blades, chutes, plates for directing the flux of fertilizer, etc."
"A01C19/00","Arrangements for driving working parts of fertilisers or seeders {(A01C17/005 takes precedence)}","A01C17/005","","","","","",""
"A01C19/04","by a ground-engaging wheel","","","","Also when the driving depends on the forward speed of the machine in general, even if this is not derived from a ground engaging wheel.","","",""
"A01C21/00","Methods of fertilising {, sowing or planting}","","Automatic guiding of agricultural machinesPrecision agricultureFertilizersSoil-conditioning or soil-stabilising materials","A01B69/00|A01B79/005|C05|C09K17/00","","","","This place covers: Special methods for fertilizing or sowing (like planting patterns or designs), as well as the methods for calculating fertilization requirements."
"A01C23/00","Distributing devices specially adapted for liquid manure or other fertilising liquid, including ammonia, e.g. transport tanks or sprinkling wagons","","Watering fields in generalPulverizers for liquid pesticidesSpraying or applying liquids or other fluent materials in general","A01G25/00|A01M7/00|B05","","","",""
"A01C23/006","{Distribution of liquid fertilisers by gravity flow}","","Distribution of liquid ammonia in or on the soilDistribution of liquid fertilisers under pressure","A01C23/024|A01C23/04","","","",""
"A01C23/022","{Continuous injection tools}","","Devices for making drill or furrows","A01C5/066","","","",""
"A01C23/027","{Other methods for delivering fertiliser into the soil}","","Sowing granular fertiliserSubirrigation","A01C21/002|A01G25/06","","","",""
"A01C23/042","{Adding fertiliser to watering systems}","","Adding insecticides or herbicides","A01M7/00","","","",""
"A01C23/045","{Filling devices for liquid manure or slurry tanks}","","Arrangements for connecting hoses of the quick-acting type","F16L37/00","","","",""
"A01C23/047","{Spraying of liquid fertilisers}","","Gravity flowW watering gardens, fields, sports grounds or the like","A01C23/006|A01G25/00","","","",""
