"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A01G23/095","Delimbers  (A01G23/083 takes precedence)","A01G23/083","Manufacture of wood shavings, chips, powder or the like","B27L11/00","","","",""
"A01G24/00","Growth substrates; Culture media; Apparatus or methods therefor  (for mushrooms A01G18/20)","A01G18/20","Planted mats for growing turfFertilisers; Manufacture thereofSoil-conditioning or soil-stabilising materials","A01G20/20|C05F|C09K17/00","","","",""
"A01G24/44","in block, mat or sheet form","","Grass cultivation on mats","A01G20/20","","","","This place covers: Compressed growth substrates, e.g. compressed pots, blocks, slabs, bricks, plugs, pellets, wafers, mats, boards (illustrations in Fig.1). Growth substrates with a coherent shape, e.g. cured with a binder. Fig.1: Compressed growth substrates"
"A01G25/00","Watering gardens, fields, sports grounds or the like  (special apparatus or adaptations for fertilising-liquids A01C23/00; nozzles or outlets, spraying apparatus B05B)","A01C23/00|B05B","","","Looping references between  and  have been identified. Until this inconsistency is resolved, the current classification practice in CPC is as follows:  is limiting in  and  is informative in .","A01G25/00|A01C23/00|A01C23/00|A01G25/00|A01G25/00|A01C23/00","",""
"A01G25/06","Watering arrangements making use of perforated pipe-lines located in the soil","","Similar arrangements for drainage","E02B11/00","","","",""
"A01G27/00","Self-acting watering devices, e.g. for flower-pots","","","","","","","This place covers: In addition to self-acting watering devices also plant containers having a water reservoir."
"A01G27/04","using wicks or the like","","","","","","","This place covers: Self-acting watering devices with wicks (or the like) and possibly further including a water reservoir underneath."
"A01G27/06","having a water reservoir, the main part thereof being located wholly around or directly beside the growth substrate","","","","","","","This place covers: Self-acting watering devices with wicks (or the like) and a water reservoir, the latter being wholly around or beside the container."
"A01G29/00","Root feeders; Injecting fertilisers into the roots","","","","","","","This place covers: In addition to root feeders and injecting fertilisers into the roots also irrigating or fertilising very close to the roots."
"A01G31/00","Soilless cultivation, e.g. hydroponics  (growth substrates therefor A01G24/00; cultivation of seaweed A01G33/00)","A01G24/00|A01G33/00","","","","","",""
"A01G31/02","Special apparatus therefor  (self-acting watering devices A01G27/00)","A01G27/00","Apparatus for cultivation in receptacles or greenhouses in general","A01G9/00","","","",""
