"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING  (picking of fruits, vegetables, hops or the like A01D46/00; propagating unicellular algae C12N1/12)","A01D46/00|C12N1/12","plant reproduction by tissue culture techniquesFlowering plants characterised by their plant partsFlowering plants characterised by their botanic taxonomydevices for topping or skinning onions or flower bulbsplant cell culture","A01H4/00|A01H5/00|A01H6/00|A23N15/08|C12N5/00","","","",""
"A01G2/00","Vegetative propagation  (plant reproduction by tissue culture techniques A01H4/00)","A01H4/00","Cultivation of cerealsCultivation of root cropsCultivation of bulbsCultivation of sugar cane","A01G22/20|A01G22/25|A01G22/35|A01G22/55","","","","This place covers: Methods of asexual reproduction of plants, i.e. NOT involving seeds. Methods of vegetative propagation involving specialized plant organs such as: Stolons or runners, used for example by strawberries, Rhizomes, used for example by ginger, lilies and irises, Bulbs, used for example by shallots, lilies and tulips, Root or stem tubers, used for example by (sweet) potatoes, yams and dahlias, Corms, used for example by gladiolus and taro, Suckers, used for example by apple and banana trees. Methods of vegetative propagation involving suckering, i.e. transplanting suckers. Specific apparatus therefor not otherwise provided for."
"A01G2/10","by means of cuttings","","","","","","","This place covers: Methods of vegetative propagation wherein a part of the plant, usually a stem or a leaf, is cut off and planted in a growth substrate (illustration in Fig.1). Specific apparatus therefor not otherwise provided for."
"A01G2/20","Layering","","","","","","","This place covers: Ground layering methods, i.e. bending of plant branches or stems so that they touch the ground and are covered with soil to induce the development of roots (illustration in Fig.1). Air layering, or marcotting, methods, i.e. wounding a target region of the plant and surrounding the wound with a lump of moisture-retaining medium to induce the development of roots (illustration in Fig.2). Specific apparatus therefor not otherwise provided for."
"A01G2/30","Grafting  (grafting-wax  A01N3/04)","A01N3/04","","","","","","This place covers: Grafting methods, i.e. a part of the plant, called scion, usually a stem or a leaf, is cut off and attached to the stem of another plant called stock or rootstock that remains rooted in the growth substrate (illustration in Fig.1). Inarching methods, wherein the scion is still attached to its own root system at the time of grafting (illustration in Fig.2). Specific apparatus therefor not otherwise provided for."
"A01G2/32","Automatic apparatus therefor","","","","","","","This place covers: Apparatus for mechanically grafting plants, operating partly or totally automatically. Devices for mechanically cutting, inserting or ligating the scion and/or the stock, operating partly or totally automatically (illustration in Fig.1). Seedling grafting robots (illustration in Fig.2)."
"A01G2/35","Cutting; Inserting","","","","","","","This place covers: Apparatus for manually (illustration in Fig.1) or automatically (illustration in Fig.2) cutting the scion and/or stock. Apparatus for manually or automatically inserting the scion into the stock for joining them into a graft joint. Methods therefor."
"A01G2/38","Holding; Ligating","","","","","","","This place covers: Apparatus for manually or automatically holding the graft joint in position through ligating or clamping means, e.g. with clamps, clips, etc. (illustrations in Fig.1 and Fig.2); Methods therefor."
"A01G3/00","Cutting implements specially adapted for horticultural purposes; Delimbing standing trees  (forestry delimbers A01G23/095)","A01G23/095","Mowers having rotating flexible line cuttersSpecial adaptation of mowers for carrying by the operator","A01D34/416|A01D34/90","","","","This place covers: Tools and machines for cutting plants with the purpose of pruning, trimming, shaping, etc. Also shredders for plant waste."
"A01G3/025","having elongated or extended handles","","","","","","",""
"A01G5/00","Floral handling","","","","","","","This place covers: Handling and processing of cut flowers, tools and machines for making bouquets and wreaths, devices and methods for preserving cut flowers"
"A01G5/06","Devices for preserving flowers","","Chemical substances for preserving flowersFlower vases","A01N3/02|A47G7/06","","","","This place covers: Devices to help preserve cut flowers."
"A01G7/00","Botany in general","","Soilless Cultivation","A01G31/00","","","",""
"A01G7/02","Treatment of plants with carbon dioxide","","","","","","",""
"A01G7/045","{with electric lighting}","","Lighting systems for greenhouses","A01G9/249","","","","This place covers: Illumination means for controlling plant photomorphogenesis, i.e. plant morphology, photoperiodism, or phototropism; for example: illumination means for inducing or delaying flowering, fruiting, bolting, etc.; Illumination means for varying the light properties other than the propagation direction, depending on the plant cultivated; for example: illumination means with variable wavelength spectrum, intensity, polarization; Illumination systems where illumination is controlled by measurements taken in the plant's direct environment, e.g. by cameras, light sensors, etc. (illustration in Fig.1); Illumination methods for plants, e.g. lighting recipes (illustration in Fig.2)."
"A01G9/00","Cultivation in receptacles, forcing-frames or greenhouses  (of mushrooms A01G18/00; soilless cultivation A01G31/00); Edging for beds, lawn or the like","A01G18/00|A01G31/00","Constructional aspect of greening roofs ","E04D11/002","","","",""
"A01G9/033","Flat containers for turf, lawn or the like, e.g. for covering roofs","","Constructional aspect of greening roofs","E04D11/002","","","",""
"A01G9/14","Greenhouses  (cloches A01G13/04)","A01G13/04","Glazing bars, glazing clips ","E04D3/06","","","",""
"A01G9/20","Forcing-frames; Lights {, i.e. glass panels covering the forcing-frames}","","Lighting treatment of plantsGreenhousesLighting systems for greenhousesRaised beds; Planting bedsTunnels","A01G7/045|A01G9/14|A01G9/249|A01G9/28|A01G13/0231","","","","This place covers: Low gardening beds, with covering frames like glass panes, for forcing or propagating young plants (illustration in Fig.1). Covering frames for use in forcing-frames, e.g. glass frames, etc. (illustration in Fig.2). Important note: the term ""light"" is an outdated term referring to said glass frames and has nothing to do with artificial lighting (see the Figures below: the ""lights"" with reference signs 2 and 6)."
"A01G9/22","Shades or blinds for greenhouses, or the like","","Canopies for protecting plants ","A01G13/0206","","","",""
"A01G9/24","Devices {or systems} for heating, ventilating, regulating temperature {, illuminating}, or watering, in greenhouses, forcing-frames, or the like","","","","","","","This place covers: Systems or devices for managing the environment in greenhouses, forcing-frames or the like, such as: Ventilating systems for greenhouses or the like. Heating systems.  Air-conditioning systems. Illumination arrangements other than for a lighting treatment of the plant. Watering arrangements of plants cultivated in greenhouses or the like."
"A01G9/249","{Lighting means  (with special arrangements for promoting growth A01G7/045)}","A01G7/045","Reflectors for light sourcesCooling arrangements for lighting devices","F21V7/00|F21V29/50","","","","This place covers: Spatial arrangements of lamps for controlling the light propagation direction towards the plants, e.g. to increase photosynthetic activity, such as: Vertical lamp arrays (illustration in Fig.1), Lighting means for illuminating the bottom leaves, Movable illumination means, etc. Illumination systems with structural features for controlling the light propagation direction towards the plants, such as: Screens, shades in association with horticultural lamps; Horticultural lamps with lenses; Horticultural lamps with reflectors (illustration in Fig.2), etc. Horticultural illumination systems with cooling means (illustration in Fig.3)."
"A01G9/26","Electric devices {(A01G9/249 takes precedence)}","A01G9/249","","","","","",""
"A01G11/00","Sterilising soil by steam","","Soil-conditioning or soil-stabilising materials","C09K17/00","","","",""
"A01G13/00","Protecting plants  (apparatus for the destruction of vermin or noxious animals A01M; use of chemical materials therefor, composition of protective materials, e.g. grafting wax, A01N)","A01M|A01N","Coverings around trees forming part of a road ","E01C9/005","","","",""
"A01G13/02","Protective coverings for plants; {Coverings for the ground;} Devices for laying-out {or removing} coverings","","Protective materials for covering soil and plants","A01G9/1438","","","",""
"A01G13/04","Cloches {, i.e. protective full coverings for individual plants  (individual canopies A01G13/0212)}","A01G13/0212","Dismountable or portable greenhouses ","A01G9/16","","","",""
"A01G13/06","Devices for generating heat, smoke or fog in gardens, orchards or forests, e.g. to prevent damage by frost","","Chemical aspects of generating smoke or mistHeating devices in general, see the appropriate classes","C06D3/00|F24","","","",""
"A01G13/10","Devices for affording protection against animals, birds or other pests  ({A01G13/0243 takes precedence;} scaring or repelling devices A01M29/00)","A01G13/0243|A01M29/00","Traps","A01M23/00","","","",""
"A01G15/00","Devices or methods for influencing weather conditions","","Dispersing fog in general","E01H13/00","","","",""
"A01G17/00","Cultivation of hops, vines, fruit trees, or like trees","","","","","","",""
"A01G18/00","Cultivation of mushrooms","","Harvesting of standing cropsOrganic fertilisers containing added bacterial cultures, mycelia or the likeFungi","A01D45/00|C05F11/08|C12N1/14","","","",""
"A01G18/61","Growth guides for fruiting bodies, e.g. paper rolls","","","","","","","This place covers: Devices for guiding the fruiting body, or carpophore, of a mushroom during growth, e.g. to obtain a desired form (illustration in Fig.1). Paper rolls, paper wraps, wrapping papers, etc. for guiding the carpophores (illustration in Fig.2). Apparatus for attaching the growth guides to the cultivation containers. Methods therefor."
"A01G20/00","Cultivation of turf, lawn or the like; Apparatus or methods therefor  (hand-held edge trimmers or shears for lawn A01G3/06; edging for lawn A01G9/28; lawn-mowers A01D34/00)","A01G3/06|A01G9/28|A01D34/00","Flat containers for turf, lawn or the likeGrowth substrates in mat formHand tools for treating meadows or lawnsMachines for treating meadows or lawnsRollers for consolidating or finishing laid-down unset materialsRemoving undesirable matter from roads or like surfaces","A01G9/033|A01G24/44|A01B1/24|A01B45/00|E01C19/23|E01H1/00","","","",""
"A01G20/12","Apparatus for cutting sods or turfs","","Machines for lifting and treating soil","A01B77/00","","","",""
"A01G22/20","Cereals","","","","","","","This place covers: This subgroup covers all cereal crops but also covers grasses other than cereals, e.g. grasses for bio-oil production."
"A01G23/00","Forestry","","","","","","",""
"A01G23/02","Transplanting, uprooting, felling or delimbing trees  (delimbing standing trees A01G3/00)","A01G3/00","Tree feeding devices","B27B25/00","","","",""
"A01G23/08","Felling trees","","AxesSaws or sawing machines","B26B23/00|B27B","","","",""
