"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A42B","HATS; HEAD COVERINGS  (headbands A41D20/00; head-scarves A41D23/00)","A41D20/00|A41D23/00","","","","","",""
"A42B1/00","Hats; Caps; Hoods","","MasksSports accessories for the head","A41G7/00|A63B71/10","","","",""
"A42B1/002","External devices or supports adapted to retain the shape of hats, caps or hoods  (for changing the size A42C3/00)","A42C3/00","Hat boxesStands for displaying hatsHats holdersPackaging","A45C11/02|A47F7/06|A47G25/10|B65D85/18","","","",""
"A42B1/004","Decorative arrangements or effects","","Hair accessories connected to a head coveringMasks","A41G5/0093|A41G7/00","","","","This place covers: Hats, caps and hoods with special decorative arrangements or visual effects."
"A42B1/006","convertible or adaptable for uses other than as headgear","","Garments convertible into other articles","A41D15/04","","","","This place covers: Convertible or adapted for uses other than a hat or head covering."
"A42B1/012","Sanitary or disposable, e.g. for use in hospitals or food industry","","Surgeons' or patients' gowns or dresses","A41D13/12","","","",""
"A42B1/0182","Peaks or visors","","","","","","",""
"A42B1/0187","Removable protection for the nape, e.g. sun or rain shields","","Neck protectors","A41D13/0512","","","",""
"A42B1/0188","Protection for the ears, e.g. removable ear muffs","","Ear protection","A61F11/14","","","",""
"A42B1/04","Soft caps; Hoods","","HeadscarvesHairnets","A41D23/00|A45D8/40","","","",""
"A42B1/048","Detachable hoods","","Hoods (garments)Protective hoods","A41D2200/20|A62B17/04","","","",""
"A42B1/049","Nightcaps  (hair nets or hair-protecting caps A45D8/40)","A45D8/40","","","","","","This place covers: Caps to be worn whilst sleeping to protect the hair."
"A42B1/06","Caps with flaps; Motoring caps","","Ear and nape protecting devices in general","A41D","","","",""
"A42B1/08","with protection against blows","","Head-guards for sporting purposes","A63B71/10","","","",""
"A42B1/12","Bathing caps","","Swimming helmets","A63B33/00","","","",""
"A42B1/18","Coverings for protecting hats, caps or hoods against dust, rain, or sunshine","","Umbrellas mounted on the head of the user","A45B11/04","","","",""
"A42B1/208","made from a flat sheet","","3D folding of sheets","G09F1/06","","","",""
"A42B3/00","Helmets; Helmet covers {; Other protective head coverings}  ({hoods for welders A61F9/06;} defence protection helmets F41H1/04)","A61F9/06|F41H1/04","Hoods as protection against chemical agents or for use at high altitudesGas helmetsSwimming helmets","A62B17/00|A62B18/04|A63B33/00","","","",""
"A42B3/006","{Means for transporting or storing helmets}","","","","","","",""
"A42B3/04","Parts, details or accessories of helmets","","","","Comprises mounting brackets or frames","","",""
"A42B3/0406","{Accessories for helmets}","","","","Comprises avalanche helmets, ID means, increasing/decreasing peripheral vision.","","",""
"A42B3/0413","{Anti-theft arrangements  (supporting arrangements specially adapted for fastening helmets B62J11/24; locks E05)}","B62J11/24|E05","","","","","",""
"A42B3/042","{Optical devices  (night vision goggles G02B23/12)}","G02B23/12","","","","","",""
"A42B3/0433","{Detecting, signalling or lighting devices}","","","","","","",""
"A42B3/044","{Lighting devices, e.g. helmets with lamps}","","","","","","",""
"A42B3/0453","{Signalling devices, e.g. auxiliary brake or indicator lights}","","","","","","",""
"A42B3/0473","{Neck restraints}","","","","","","",""
"A42B3/048","{Hydration systems}","","","","","","",""
"A42B3/067","{with damage indication means}","","","","","","",""
"A42B3/16","Ear protection devices","","","","","","",""
"A42B3/18","Face protection devices","","","","","","",""
"A42B3/185","{Securing goggles or spectacles on helmet shells}","","","","","","",""
"A42B3/30","Mounting radio sets or communication systems","","Methods or devices for transmitting, conducting or directing soundElectric communication techniqueTransceivers carried on the body","G10K11/18|H04|H04B1/385","","","",""
"A42B7/00","Fastening means for head coverings; Elastic cords; Ladies' hat fasteners  (hat-pins A44B9/06)","A44B9/06","","","","","",""
