"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B21L","MAKING METAL CHAINS  (making chains or chain links by casting B22D25/02; chains in general F16G)","B22D25/02|F16G","Chains in general","F16G","","","","This place covers: Methods and devices for making metal chains essentially by metal forming operations (e.g. bending, cutting, assembling), eventually by welding."
"B21L1/00","Making chains or chain links by bending workpieces of rod, wire, or strip to form links of oval or other simple shape  (B21L3/00, B21L7/00 take precedence)","B21L3/00|B21L7/00","","","","","","This place covers: Methods and devices for making chains or chain links by bending work-pieces of rod, wire or strip to form links of oval or other simple shape. Source: GB644151"
"B21L1/02","by bending the ends of the workpieces to abut","","","","","","","This place covers: Methods and devices for making chains or chain links by bending the ends of workpieces to abut. Source: US4694644"
"B21L1/04","by bending and interconnecting the ends of the workpieces with or without separate jointing members","","","","","","","This place covers: Methods and devices for making chains or chain links by bending and interconnecting the ends of workpieces with or without separate jointing members. Source: GB2324163"
"B21L3/00","Making chains or chain links by bending the chain links or link parts and subsequently welding or soldering the abutting ends  (B21L7/00 takes precedence)","B21L7/00","","","","","","This place covers: Methods and devices for making chains or chain links by bending the chain links or link parts and subsequently welding or soldering the abutting ends. Source: EP2219803"
"B21L3/02","Machines or devices for welding chain links","","","","","","","This place covers: Methods and devices for welding chain links. Source: DE10331400"
"B21L3/04","by making use of forge or pressure welding","","","","","","","This place covers: Methods and devices for welding chain links by making use of forge or pressure welding. Source: GB689391"
"B21L5/00","Making chains or chain links by working the starting material in such a way that integral, i.e. jointless, chains links are formed","","","","","","","This place covers: Methods and devices for making chains or chain links by working the starting material in such a way that integral, i.e. jointless, chains links are formed."
"B21L5/02","in such a way that interconnected links are formed","","","","","","","This place covers: Methods and devices for making chains or chain links by working the starting material in such a way that integral, i.e. jointless, chains links are formed in an interconnected manner. Source: GB361952"
"B21L7/00","Making chains or chain links by cutting single loops or loop-parts from coils, assembling the cut parts and subsequently subjecting same to twisting with or without welding","","","","","","","This place covers: Methods and devices for making chains or chain links by cutting single loops or loop-parts from coils, assembling the cut parts and subsequently subjecting same to twisting with or without welding. Source: US6389790"
"B21L9/00","Making chains or chain links, the links being composed of two or more different parts, e.g. drive chains  (B21L1/04, B21L7/00, B21L11/14, B21L13/00 take precedence)","B21L1/04|B21L7/00|B21L11/14|B21L13/00","Making chains or chain links by bending work-pieces and interconnecting the ends.Making chains or chain links by bending and cutting single loops or loop parts from coils.Making chains or chain links with inserted or integrally formed studsMaking terminal or intermediate chain links of special shapes.Load carrier chainsEndless traction elements in conveyors","B21L1/04|B21L7/00|B21L11/14|B21L13/00|B65G14/40|B65G17/08","","","","This place covers: Methods and devices for making chains or chain links, the links being composed of two or more different parts, e.g. drive chains. Source: US4118995"
"B21L9/02","of roller-chain or other plate-link type","","","","","","","This place covers: Methods and devices for making roller-chains or other plate-link type chains. Source. US2007032325"
"B21L9/04","Punching or bending the different parts of the chain links","","Making belts from metal sheetForging members of endless tracks","B21D53/14|B21K23/02","","","","This place covers: Methods and devices for punching or bending the different parts of the chain links. Source: FR2795474"
"B21L9/06","Sorting, feeding, assembling, riveting, or finishing parts of chains","","","","","","","This place covers: Methods and devices for sorting, feeding, assembling, riveting, or finishing parts of chains of the type being composed of two or more different parts. Source: EP1803511"
"B21L9/065","{Assembling or disassembling}","","","","","","","This place covers: Methods and devices for assembling or disassembling parts of chains of the type being composed of two or more different parts. Source: JP2008188598"
"B21L9/08","Combining the chain links with auxiliary parts, e.g. welding-on wear-resistant parts","","","","","","","This place covers: Methods and devices for making chains of the type being composed of two or more different parts, wherein the chain links are combined with auxiliary parts, e.g. welded-on wear-resistant parts. Source: US6068568"
"B21L11/00","Making chains or chain links of special shape","","","","","","","This place covers: Methods and devices for making chains or chain links of special shape."
"B21L11/005","{Making ornamental chains  (B21L11/02 - B21L11/14 take precedence; ornamental chains A44C)}","B21L11/02|B21L11/14|A44C","Ornamental chains","A44C","","","","This place covers: Methods and devices for making ornamental chains. Source: US20090241598"
"B21L11/02","each link being formed of a single member of which both ends are bent or shaped to engage the middle portions of the next link","","","","","","","This place covers: Methods and devices for making chains or chain links, wherein each link is formed of a single member of which both ends are bent or shaped to engage the middle portions of the next link. Source: EP0774086"
"B21L11/04","the ends being pierced or punched to form eyes","","","","","","","This place covers: Methods and devices for making chains or chain links, wherein the ends of the links are pierced or punched to form eyes. Source: DE19715707"
"B21L11/06","the workpiece being of thin strip metal","","Making belts from metal sheet","B21D53/14","","","","This place covers: Methods and devices for making chains or chain links starting from a thin strip of metal. Source: US3869856"
"B21L11/08","the ends being interengaged with other parts of the same link","","","","","","","This place covers: Methods and devices for making chains or chain links, wherein ends are interengaged with other parts of the same link. Source: WO0246613"
"B21L11/10","the chain links having opposed correspondingly shaped cylindrical and hook-like parts of which one parts forms a hinge-like support for the adjacent link  (B21L11/02 takes precedence)","B21L11/02","","","","","","This place covers: Methods and devices for making chains or chain links wherein the chain links have opposed correspondingly shaped cylindrical and hook-like parts of which one parts forms a hinge-like support for the adjacent link. Source: WO2007017107"
"B21L11/12","Forming bead chains","","","","","","","This place covers: Methods and devices for making bead chains. Source: EP0565379"
"B21L11/14","Making chain links with inserted or integrally-formed studs","","","","","","","This place covers: Methods and devices for making links with inserted or integrally-formed studs. Source: EP0736348"
"B21L13/00","Making terminal or intermediate chain links of special shape; Making couplings for chains, e.g. swivels, shackles","","","","","","","This place covers: Methods and devices for making terminal or intermediate chain links of special shape or making couplings for chains, e.g. swivels, shackles. Source: US6230961"
"B21L15/00","Finishing or dressing chains or chain links, e.g. removing burr material, calibrating  (B21L9/06 takes precedence)","B21L9/06","Heat treatments for chain links","C21D9/0087","","","","This place covers: Methods and devices for finishing (e.g. pre-stressing) or dressing chains or chain links, e.g. removing burr material, calibrating.   Source: GB1130249; EP1938916"
"B21L15/02","Twisting already closed links","","","","","","","This place covers: Methods and devices for twisting already closed links. Source: WO0228567"
"B21L19/00","Appurtenances for chain-making not restricted to any particular process","","","","","","","This place covers: Appurtenances for chain-making not restricted to any particular process, like e.g. chain feeding or cleaning arrangements. Source: WO0236288"
"B21L21/00","Tools or implements for repairing chains using metal-working operations, e.g. for detaching deformed chain links","","Hand tools for positioning and assembling or detaching sprocket chains, endless tracks or antiskid chains by press fit.","B25B27/22","","","","This place covers: Tools or implements for repairing chains using metal-working operations. e.g. for detaching deformed chain links. Source: US20110179761"
"B21L99/00","Subject matter not provided for in other groups of this subclass","","","","","","","This place covers: Methods and devices for making chains or chain links not provided for in the groups   -  ."
