"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B02C","CRUSHING, PULVERISING, OR DISINTEGRATING IN GENERAL; MILLING GRAIN  ({household tools and machines for pulverising foodstuffs, e.g. coffee and spice mills A47J42/00; pharmaceutical mortars A61J3/02; mechanical processing of refuse and garbage B03B9/06; dressing mould materials by grinding B22C5/04}; obtaining metallic powder by crushing, grinding or milling B22F9/04; {recovery of plastics by disintegrating B29B17/00; crushing raw materials in starch making C08B30/02; beaters for papermaking D21D1/02; crushing devices specially for transport in mines E21F13/002; slag crushing devices F23J1/00; fuel milling devices in combustion apparatus F23K1/00; household devices for crushing coal F24B15/02; ice disintegrating devices F25C5/02})","A47J42/00|A61J3/02|B03B9/06|B22C5/04|B22F9/04|B29B17/00|C08B30/02|D21D1/02|E21F13/002|F23J1/00|F23K1/00|F24B15/02|F25C5/02","Preparing specimens for investigation involving mechanical work, e.g. chopping, disintegrating, compacting, homogenising","G01N1/286","","","","This place covers: Apparatus and methods for crushing, pulverizing, comminuting, disintegrating by using reciprocating or rotary crushers, by using rollers or balls, discs or rotary beaters, by tumbling, by using knives or other cutting or tearing members, by using fluid jets. Auxiliary devices, accessories for such devices e.g. safety, and auxiliary methods. Whole disintegration plants. Control arrangements for crushing or disintegrating. Combinations of such apparatus with other devices, e.g. for separating or sorting."
"B02C1/00","Crushing or disintegrating by reciprocating members","","","","","","","This place covers: Crushing where the crushing or disintegrating members are only reciprocating."
"B02C1/12","Mills with non-rotating spiked members","","","","","","",""
"B02C2/00","Crushing or disintegrating by gyratory or cone crushers {(with non-coaxial discs with intersecting axes B02C7/005)}","B02C7/005","","","","","","This place covers: Crushers with a gyrating conical head and a bowl assembly surrounding the head; normally the head is driven."
"B02C4/00","Crushing or disintegrating by roller mills  (with milling members in the form of rollers or balls co-operating with rings or discs B02C15/00; roller mills or roll refiners exclusively for chocolate A23G1/10, A23G1/12)","B02C15/00|A23G1/10|A23G1/12","Roller mills or roll refiners exclusively for chocolate, Presses characterised by the use of rotary pressing members, e.g. rollers, rings, discs","A23G1/10|A23G1/12|B30B3/00","In the cases where the roller mill is adapted for milling a paste-like material or grain, the document is classified in the appropriate subgroup of , e.g. , , . For searching, other classes, where the roller mill is not adapted for the specific material concerned, have to be considered.","B02C4/00|B02C4/04|B02C4/06|B02C4/22","","This place covers: Roller mills with two or more rollers; with a roller co-operating with a stationary member like a plate, a bar a grid or grating or co-operating with a conveyor."
"B02C7/00","Crushing or disintegrating by disc mills  (apparatus specially adapted for manufacture or treatment of cocoa or cocoa products exclusively A23G1/04)","A23G1/04","","","","","","This place covers: Disc mills used to grind, fiberize, pulverize, granulate or refine a feedstock which is fed between opposing discs or plates. The discs may be grooved, serrated or spiked."
"B02C7/12","Shape or construction of discs","","Discs for disc mills for refining paper pulp","D21D1/306","","","",""
"B02C9/00","Other milling methods or mills specially adapted for grain","","Combined processes for grain treatment","B02B5/02","","","","This place covers: Methods or mills, systems, plants or sequences of operations specially adapted for grain with the meaning of cereal grain."
"B02C11/00","Other auxiliary devices or accessories specially adapted for grain mills","","","","","","","This place covers: All auxiliary devices and accessories specially adapted for grain mills like disagglomerators, special sifting and separating, feeding, cooling, heating, conditioning arrangements."
"B02C13/00","Disintegrating by mills having rotary beater elements{; Hammer mills}","","","","","","","This place covers: Mills with beaters rigidly connected or hinged for swinging movement to a horizontally or vertically arranged rotor for crushing material by impact. The material may be thrown against an anvil or impact member."
"B02C13/22","with intermeshing pins{; Pin Disk Mills}","","","","Mills with intermeshing elements like pins or other impact members, where both disks are rotating, are additionally classified in .","B02C13/205","",""
"B02C15/00","Disintegrating by milling members in the form of rollers or balls co-operating with rings or discs {(high-speed drum mills B02C19/11)}","B02C19/11","Cocoa; Cocoa products, e.g. chocolate; Substitutes therefore; Mixing apparatus; Roller mills for preparing chocolateSelective separation of solid materials carried by, or dispersed in, gas currents using centrifugal forceSelective separation of solid materials carried by, or dispersed in, gas currents, gas currents using centrifugal force, generated by rotating vanes, discs, drums, or brushesMachines or devices specially designed for dressing or handling the mould material so far as specially adapted for that purpose by grinding, blending, mixing, kneading, or stirringCasting in, on, or around objects which form part of the product; for manufacturing or repairing toolsPreparation of lump or pulverulent fuel in readiness for delivery to combustion apparatus","A23G1/10|B07B7/08|B07B7/083|B22C5/04|B22D19/06|F23K1/00","","","","This place covers: Mills with rollers or balls co-operating with stationary or rotating rings arranged according to the titles of the sub-groups; many for coal or ore."
"B02C17/00","Disintegrating by tumbling mills, i.e. mills having a container charged with the material to be disintegrated with or without special disintegrating members such as pebbles or balls  (high-speed drum mills B02C19/11{; drums for polishing or grinding B24B})","B02C19/11|B24B","Medicinal preparations characterised by special physical form; Particulate form, e.g. powdersMixingMachines or devices designed for polishing or abrading surfaces on work by means of tumbling apparatus or other apparatus in which the work and/or the abrasive material is loose; Accessories therefore; involving rotary barrels","A61K9/14|B01F|B24B31/02","Discharging devices combined with sorting or separating of material, as well as adding fluid, other than for crushing by fluid energy are classified in the appropriate sub-groups of  and  and not in the sub-groups of  and . For searching the  and subgroups should be considered.","B02C17/1835|B02C17/186|B02C23/08|B02C23/18|B02C23/00","","This place covers: Mills having a rotating, perforated or un-perforated or a fixed container, charged with the material to be disintegrated, with or without special disintegrating members such as pebbles or balls, and/or with or without special stirring means; feeding and discharging devices with the associated sorting or separating arrangements. Shape, material of grinding media, e.g. balls, pebbles, rods."
"B02C18/00","Disintegrating by knives or other cutting or tearing members which chop material into fragments {(tree stump comminutors A01G23/067)}","A01G23/067","Cutting apparatus specially adapted for cutting hay, straw or the like Cutting implements specially adapted for horticultural purposes, for comminuting plant wasteForestry; extracting or eliminating stumps by comminuting the tree stumpsFodder distributors with mixer or shredderProcessing meat, poultry or fishFodder mashersKitchen equipment; coffee mills; spice mills; apparatus for making beveragesMachines for domestic use not covered elsewhere, e.g. for grinding, mixing, stirring, kneading, emulsifying, whipping or beating foodstuffs, e.g. power-drivenCutting; Details common to machines for perforating, punching, cutting-out, stamping-out or severingCutting through work characterised by the nature or movement of the cutting member; Apparatus or machines therefore; Cutting members thereforeManufacture of wood shavings, chips, powder, or the likeWorking of plastics; Conditioning or physical treatment of the material to be shaped by grinding, e.g. by triturating; by sieving; by filteringRecovery of plastics or other constituents of waste material containing plastics; Disintegrating plasticDisintegrating apparatus specially adapted for installation in waste pipes or outletsPumps adapted for handling specific fluids with means for comminuting, mixing stirring or otherwise treating","A01F29/005|A01G3/002|A01G23/067|A01K5/001|A22C|A23N17/02|A47J|A47J43/04|B26D|B26D1/00|B27L11/00|B29B13/10|B29B17/04|E03C1/2665|F04D7/045","","","","This place covers: Shredding of material into fragments; knives therefore and mountings thereof; feed or discharge means therefore. Mincing machines with perforated discs and feeding worms."
"B02C18/16","Details","","","","","","","This place covers: Details in relation to the shredder housing, jam prevention, safety, lubrication of the knives and the like."
"B02C19/00","Other disintegrating devices or methods  (for grain B02C9/00)","B02C9/00","","","","","","This place covers: Crushing by endless flexible members; by collision of materials against a breaking surface or breaking body and/or by friction between the material particles; Disintegrating devices or methods specially adapted for specific materials; Jet mills; pestle and mortar arrangements; mills in which a friction block is towed along the surface; mills provided with vibrators; use of auxiliary physical effects, e.g. ultrasonics, irradiation, cold or heat for disintegrating; grating; crushing mills with screw-shaped crushing means."
"B02C19/0068","{specially adapted for breaking-up fluorescent tubes}","","Recovery of material from discharge tubes or lamps","H01J9/52","","","",""
"B02C19/0081","{specially adapted for breaking-up bottles}","","Presses specially adapted for consolidating empty containers, e.g. cans","B30B9/321","","","",""
"B02C19/08","Pestle and mortar","","Pill breaking or crushing devices","A61J7/0007","","","",""
"B02C21/00","Disintegrating plant with or without drying of the material  (for grain B02C9/04)","B02C9/04","Cutting implements specially adapted for horticultural purposes, for comminuting plant wasteForestry; extracting or eliminating stumps by comminuting the tree stumpsTransportable screening plantsCrushing, pulverising or disintegrating apparatus","A01G3/002|A01G23/067|B07B1/005|E01C19/05","","","","This place covers: Disintegrating plants normally with at least two disintegration devices; transportable disintegration plants may be equipped solely with one crusher or disintegration device."
"B02C23/00","Auxiliary methods or auxiliary devices or accessories specially adapted for crushing or disintegrating not provided for in preceding groups or not specially adapted to apparatus covered by a single preceding group  ({specially adapted for grain mills B02C11/00;} separating or sorting in general B03, B04, B07)","B02C11/00|B03|B04|B07","","","","","","This place covers: Feeding devices, safety devices, disintegrating additives, separating or sorting of material associated with crushing or disintegrating, adding fluid, liquids or gases which are not intended for crushing or disintegrating."
"B02C25/00","Control arrangements specially adapted for crushing or disintegrating","","","","","","","This place covers: Overall control arrangements and methods."
