"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A44C","PERSONAL ADORNMENTS, e.g. JEWELLERY; COINS","","","","For classification of additional funtions or features the non-mirror Indexing Code symbols of  should be used.","A44D","",""
"A44C1/00","Brooches or clips in their decorative or ornamental aspect","","","","Comprises brooches in their decorative aspect. For brooches with a safety pin class in . Comprises decorative ornaments or jewellery to be fastened on clothing.","A44B9/16","",""
"A44C3/001","{Badges}","","","","In American English ""Button"" is used for ""Badge"", correct class for Badges is .For removable buttons that look like badges but are used as a fastener, class in  and in .If they fasten through a safety pin, should also be classed in .","A44C3/001|A44B1/18|A44C3/001|A44B9/16","ButtonA knob or stud of metal or other material sewn or fixed by a shank or neck to articles of dress, usually for the purpose of fastening one part of the dress to another by passing through a button-hole, but often merely for ornament.BadgeAny distinctive device, emblem, or mark worn to indicate a person's affiliation, rank, office, name, etc., or membership of an organization or support for a cause; also a small piece of metal, card, plastic, etc., bearing a distinguishing design or words and often worn purely for ornament.",""
"A44C3/002","{Honorific badges, e.g. ribbon holders for decoration}","","","","Comprises honorific medals hold as badges. For medals suspended from chains or ribbons, class in  and lower groups.","A44C3/004","","This place covers: llustrative example of subject matter classified in this group."
"A44C3/004","{Medals}","","","","Comprises only medals which are suspended from chain or ribbon. For honorific medals hold as badges, class in .","A44C3/002","",""
"A44C3/007","{which can be separated into parts, e.g. to be worn by two persons}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C3/008","{Suspension loops or rings}","","","","Contains also supension loops or rings for pendants.","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/00","Bracelets; Wrist-watch straps; Fastenings for bracelets or wrist-watch straps {(settings for holding gems or the like A44C17/02; devices for putting-on or pulling-off bracelets A47G25/901)}","A44C17/02|A47G25/901","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/0007","{Bracelets specially adapted for other functions or with means for attaching other articles}","","","","","","",""
"A44C5/0015","{providing information, e.g. bracelets with calendars  (identification bracelets G09F3/005)}","G09F3/005","","","","","",""
"A44C5/0023","{for therapeutic purposes}","","","","","","",""
"A44C5/0053","{Flexible straps}","","","","","","",""
"A44C5/02","Link constructions","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/022","{with links threaded on at least one filamentary core  (ornamental chains made of pearls A44C11/002)}","A44C11/002","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/025","{with links threaded on a band}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/027","{the band also made of links}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/06","having lazy-tongs","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/08","having separate links","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/102","{with links made of one piece with integral connecting means}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/105","{with links made of one piece and linked together by one connecting element}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/107","{with links made of more than two elements including connecting elements}","","","","","","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/12","C-spring-type bracelets or wrist-watch holders","","","","","","","This place covers:"
"A44C5/14","characterised by the way of fastening to a wrist-watch or the like","","","","Irrespective of giving this class or not, always forward to watch cases in .","G04B37/1486","","This place covers: llustrative example of subject matter classified in this group."
"A44C5/2004","{Padlocks}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
