"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"D04H1/559","the fibres being within layered webs","","","","","","","This place covers: Multi-layered non-woven fabrics using bonding fibres in which layers are made continuously, and which are also included in the scope of the upper group, namely, formed wholly or mainly of staple fibres or like relatively short fibres and formed from fleeces or layers composed of fibres without existing or potential cohesive properties. Fleeces and webs welded together the fibers being within layered webs."
"D04H1/56","in association with fibre formation, e.g. immediately following extrusion of staple fibres","","","","","","","This place covers: Fleeces and webs are welded together in association with fiber formation, e.g. immediately following extrusion of staple fibers."
"D04H1/587","characterised by the bonding agents used","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents characterized by the bonding agents used."
"D04H1/593","to layered webs","","","","","","","This place covers: Multi-layered non-woven fabrics using chemical or thermoplastic bonding agents in which layers are made continuously, and which are also included in the scope of the upper group, namely, formed wholly or mainly of staple fibres or like relatively short fibres and formed from fleeces or layers composed of fibres without existing or potential cohesive properties. Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents in layered webs."
"D04H1/60","the bonding agent being applied in dry state, e.g. thermo-activatable agents in solid or molten state, and heat being applied subsequently","","","","","","","This place covers: Fleeces and webs consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in a dry state, e.g. thermo-activatable agents in solid or molten state, and heat being applied subsequently."
"D04H1/62","at spaced points or locations","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in a dry state at spaced points or locations."
"D04H1/64","the bonding agent being applied in wet state, e.g. chemical agents in dispersions or solutions","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in wet state, e.g. chemical agents in dispersions or solutions"
"D04H1/645","Impregnation followed by a solidification process","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in wet state i.e impregnation and is then followed by a solidification process."
"D04H1/65","using mixed or composite fibres","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in wet state i.e impregnation and is then followed by a solidification process and using mixed or composite fibres."
"D04H1/655","characterised by the apparatus for applying bonding agents","","","","","","","This place covers: Fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in a wet state characterised by the apparatus for applying bonding agents."
"D04H1/66","at spaced points or locations  (D04H1/68 takes precedence)","D04H1/68","","","","","",""
"D04H1/68","the bonding agent being applied in the form of foam","","","","","","","This place covers: Where the fleeces and webs are consolidated by applying, incorporating, or activating chemical or thermoplastic bonding agents the bonding agent being applied in a wet state in the form of foam."
"D04H1/70","characterised by the method of forming fleeces or layers, e.g. reorientation of fibres","","Characterised by the method of forming fleeces or layers, e.g. reorientation of yarns or filaments ","D04H3/02","","","",""
"D04H1/72","the fibres being randomly arranged","","","","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, causing the fibres to be randomly arranged i.e. isotropic fleeces."
"D04H1/724","forming webs during fibre formation, e.g. flash-spinning","","","","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, where the fibres are randomly arranged during fibre formation, e.g. flash-spinning."
"D04H1/732","by fluid current, e.g. air-lay","","","","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, where the fibers are randomly arranged by fluid current, e.g. air-lay"
"D04H1/736","characterised by the apparatus for arranging fibres  (D04H1/728, D04H1/732 take precedence)","D04H1/728|D04H1/732","","","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, where the fibers are randomly arranged and characterized by the apparatus for randomly arranging the fibres."
"D04H1/74","the fibres being orientated, e.g. in parallel {(anisotropic fleeces)}","","","","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, where the fibers are orientated, e.g. in parallel as in anisotropic fleeces."
"D04H1/76","otherwise than in a plane, e.g. in a tubular way","","Characterised by the method of forming fleeces or layers, e.g. reorientation of yarns or filaments, otherwise than in a plane","D04H3/07","","","","This place covers: Method for forming non-woven fleeces or webs, or layers of these, where the fibers are orientated otherwise than in a plane, e.g. in a tubular way"
"D04H3/00","Non-woven fabrics formed wholly or mainly of yarns or like filamentary material of substantial length","","","","","","","This place covers: Non-woven fabrics formed wholly or mainly of yarns or like filamentary material of substantial length. The term continuous filament is used."
"D04H3/002","Inorganic yarns or filaments","","","","","","","This place covers: Non-woven fabrics formed wholly or mainly of yarns or like filamentary material of substantial length i.e continuous filament."
"D04H3/004","Glass yarns or filaments","","","","","","","This place covers: Where the web of continuous inorganic filament is made of glass."
"D04H3/005","Synthetic yarns or filaments  (D04H3/013 takes precedence)","D04H3/013","","","","","","This place covers: Where the web of continuous filament is synthetic."
"D04H3/007","Addition polymers","","","","","","","This place covers: Where the web of continuous filament is synthetic made from addition polymers e.g. olefin series, acrylonitrile series, polyvinyl alcohol (PVA), fluorine series, PVC."
"D04H3/009","Condensation or reaction polymers","","","","","","","This place covers: Where the web of continuous filament is synthetic formed from condensation or reaction polymers e.g. PLA, Ppolyacetals, polyamides."
"D04H3/011","Polyesters","","","","","","","This place covers: Where the web of continuous filament is formed from a condensation polymer specifically from polyesters."
