"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS","","Sacks or packs carried on the bodyContainers in generalE.g. portable flexible containers- Making leather, canvas, or like articles","A45F|B65D|B65D27/00|B65D37/00|B68F","","",""" flexible""providing a structure with no considerable resistance against deformation or decrease of the enclosed volume, whereby a two-dimensional stability may be provided, e.g. by a stiffened bottom"" semi-rigid"" providing a structure with three-dimensional stability in an unloaded state and resilient resistance against deformation, or allowing a limited decrease, of the enclosed volume, e.g. by a resilient frame or a rigid frame with flexible side walls"" rigid"" providing a structure with three-dimensional stability allowing no deformation leading to a considerable decrease of the enclosed volume"" collapsible""providing a feature other than use of flexible material for reducing the dimensions of flexible luggage or the enclosed volume of semi-rigid or rigid luggage"" extensible""  means providing a feature other than use of flexible material for increasing the enclosed volume of flexible, semi-rigid or rigid luggage","This place covers: Purses; Money bags; Wallets Flexible luggage; handbags Rigid or semi-rigid luggage Collapsible or extensible luggage bags Luggage or bags convertible into, or combined with, objects for other use Receptables characterised by their purpose Details; Accessories"
"A45C1/00","Purses; Money-bags; Wallets {(collapsible or extensible A45C7/00; convertible into other articles A45C9/00)}","A45C7/00|A45C9/00","Collapsible or extensibleConvertible into other articles","A45C7/00|A45C9/00","","","","This place covers: Portable money receptables Illustrative example of subject matter classified in "
"A45C1/02","Purses","","Coin holding devices- Handling paper currency","G07D9/002|G07D9/004|G07D11/16","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/024","{fitted in handbags or the like}","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/04","Purses to be worn at the belt or bracelet; Money-belts","","Hand articles fastened to the wristFastening articles to the garmentsFastening to the belt","A45F2005/008|A45F5/02|A45F5/021","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/06","Wallets  ({devices for the prevention of theft or loss of wallets A45C13/185}; for holding keys A45C11/32); Notecases","A45C13/185|A45C11/32","For holding keysDevices for the prevention of theft or loss of wallets","A45C11/32|A45C13/185","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/08","Combinations of purses and wallets","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/10","Money-bags for conductors or like people; Money-bags with rigid coin-holders","","Rigid coin holdersSorting, testing, changing, delivering, or otherwise handling coinsCoin holding devices- ","A45C2001/028|G07D|G07D9/002|G07D9/004","","","","This place covers: Illustrative example of subject matter classified in "
"A45C1/12","Savings boxes","","Safes","E05G1/00","","","","This place covers: Illustrative example of subject matter classified in "
"A45C3/00","Flexible luggage; Handbags  (collapsible or extensible luggage, bags or the like A45C7/00)","A45C7/00","Handbag mirrorsSacks or packs carried on the body- Sacks or packs carried on the body by means of a single strap around the waistSacks or packs carried on the body by means of one strap passing over the shoulderBags for midwivesDoctor's or nurses' bagsBags for golf clubs","A45D42/04|A45F3/00|A45F3/14|A45F3/005|A45F3/02|A61B17/48|A61B50/312|A63B55/10","","","","This place covers: Flexible bags, e.g. sports bags"
"A45C3/001","{Flexible materials therefor}","","Making leather, canvas, or like articles","B68F1/00","","","","This place covers: Illustrative example of subject matter classified in "
"A45C3/004","{Foldable garment carrier bags}","","","","","","","This place covers: Flexible foldable travelling bags, e.g. with suit hangers, for carrying and protecting a small amount of clothes. Illustrative example of subject matter classified in "
"A45C3/02","Briefcases or the like","","Filing appliances- ","B42F7/00|B42F13/42","","","","This place covers: Briefcases or the like, also flexible briefcases for laptops or notebooks "
"A45C3/04","Shopping bags; Shopping nets","","Sacks made of fabrics; Flexible containers of open-work, e.g. net-like construction- ","B65D29/00|B65D29/04","","","","This place covers: Shopping bags, shopping nets, also bags to be fixed on a shopping cart or trolley, shopping baskets "
"A45C3/045","{Shopping nets}","","Sacks made of fabrics; Flexible containers of open-work, e.g. net-like construction- ","B65D29/00|B65D29/04","Illustrative example of subject matter classified in ","A45C3/045","",""
"A45C3/06","Ladies' handbags","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A45C3/08","Handbags provided with removable or washable covers","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C3/10","Beach-bags; Watertight beach-bags","","Watertight containers for use while swimmingFor making water- or air-tightInflatableSacks or packs convertible into other articles- ","A45C11/22|A45C13/008|A45C13/021|A45F4/02|A45F4/12","","","","This place covers: Illustrative example of subject matter classified in "
"A45C3/12","Bags for shoes","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C3/14","Bags combined with hand-muffs","","Bags combined with other articles","A45C15/00","","","","This place covers: Illustrative example of subject matter classified in "
"A45C5/00","Rigid or semi-rigid luggage  (collapsible or extensible luggage, bags or the like A45C7/00)","A45C7/00","Collapsible or extensible luggage, bags or the like","A45C7/00","","","","This place covers: Hard shell luggage Luggage comprising a rigid or resilient frame"
"A45C5/005","{Toilet cases}","","Toilet etuis","A45C11/008","","","","This place covers: Cases of relatively large dimension, e.g. with handle, for carrying toilet articles Illustrative example of subject matter classified in "
"A45C5/02","Materials therefor","","Making articles from leather, canvas, or the like","B68F","","","","This place covers: Illustrative example of subject matter classified in "
"A45C5/03","Suitcases","","Of round or oval shapeWith built-in rolling means- Details- Showcases","A45C5/08|A45C5/14|A45C5/146|A45C13/00|A45C13/42|G09F5/02","","","","This place covers: Illustrative example of subject matter classified in  Suitcases with or without rolling means, also rigid suitcases for laptops "
"A45C5/04","Trunks; Travelling baskets","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C5/045","{Travelling baskets}","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C5/06","with outside compartments","","","","","","","This place covers: Illustrative example of subject matter classified in "
"A45C5/065","{with drawers}","","","","","","","This place covers: Illustrative example of subject matter classified in "
