"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"D06J","PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL  ({corrugating, creasing, or otherwise deforming paper, or material worked in a manner analogous to paper, without removing material B31F;} by sewing D05B)","B31F|D05B","Processes or apparatuses for shaping plastics by foldingMechanical working or deformation of paper or cardboard Folding thin materials","B29C53/00|B31F|B65H45/00","Classification in the subclass  can be complemented with classification in other subclasses of class  such as ,  and .Classification in the subclasses of  or  can be added in addition to a classification in the subclass of , if different kinds of treatment of textile fabrics are used before or during the pleating.Classification in the subclass of  can be added in addition to a classification in the subclass of  if treatment of textile fabrics is used after pleating.","D06J|D06|D06B|D06C|D06M|D06B|D06M|D06J|D06C|D06J","Goffer also gauffer(n) special iron used for goffering or (v) to make wavy, flute, crimp with heated special ironKilt pleata perpendicular arrangement of flat, single plaits, each plait being folded so as to cover half the breadth of the preceding oneKilta garment with pleatsKiltingproviding a garment with kilt pleats Pleata fold formed by doubling the fabric upon itself and securing it in place. Pleats can be pressed (i.e. ironed), non-pressed for round folds or heat-set for sharp creasesTextile fabricswoven, knitted and non-woven textile fabrics","This place covers: Methods for pleating, kilting or goffering textile fabrics or wearing apparel including of mechanical or physical processing with or without using heat, steam or treatment composition and also the combination thereof. Apparatus for pleating, kilting or goffering textile fabrics or wearing apparel such as cloth folding mechanisms, pleat forming devices, pleating machines, including kilting machines, goffers, pressing patterns and fabric creasing machines. Forms of pleats, e.g. accordion pleats, kilt pleats and box pleats."
