"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B28C","PREPARING CLAY; PRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL, e.g. PLASTER  (preparing material for foundry moulds B22C5/00)","B22C5/00","","","","","Cementincludes plasterMixtures of cement with other substancesincludes plasterClayincludes ceramic compositions",""
"B28C1/00","Apparatus or methods for obtaining or processing clay  (filtration in general B01D; separation of solids from solids B03, B07; chemical part C04B; by mining or quarrying E21C41/16, E21C41/26, E21C47/10)","B01D|B03|B07|C04B|E21C41/16|E21C41/26|E21C47/10","Preparing or treating clay; kaolinTreatment of clays","C04B33/04|C09C1/42","","","",""
"B28C1/02","for producing or processing clay suspensions {, e.g. slip} (producing or processing suspensions in general B01)","B01","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C1/10","for processing clay-containing substances in non-fluid condition  (clay slurries B28C1/02 ){; Plants}","B28C1/02","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C3/00","Apparatus or methods for mixing clay with other substances  (producing clay suspensions B28C1/02)","B28C1/02","Compositions of mortars, concrete or artificial stone containing unburned clay","C04B28/001","","","",""
"B28C5/00","Apparatus or methods for producing mixtures of cement with other substances, e.g. slurries, mortars, porous or fibrous compositions  (controlling the mixing apparatus and supplying the ingredients B28C7/00 {separating cement from waste concrete B03B9/063})","B28C7/00|B03B9/063","","","Classification of apparatus or methods for producing mixtures is classified under this subclass.without using driven mechanical means effecting the mixing is classified under .using driven mechanical means effecting the mixing is classified under .mixing in containers not actuated is classified under .mixing in containers to which motion is imparted is classified under .mixing on or by conveyors is classified under .mixing effected by the action of a fluid and by driven mechanical means is classified under .for preparing mixtures containing fibres is classified under .adapted for being mounted on vehicles and mixing during transport is classified under .super-or sub-atmospheric pressure during mixing is classified under .mixing effected by vibrations is classified under .","B28C5/02|B28C5/08|B28C5/10|B28C5/18|B28C5/34|B28C5/38|B28C5/40|B28C5/42|B28C5/46|B28C5/48","",""
"B28C5/02","without using driven mechanical means effecting the mixing  (B28C5/48 takes precedence)","B28C5/48","","","","","","This place covers: Illustrative example of subject matter classified in  . EP 1 695 803 A2"
"B28C5/026","{Mixing guns or nozzles; Injector mixers  (applying plaster by gas pressure E04F21/12; both conveying and distributing concrete E04G21/04; conveying concrete B65G53/32; accelerating or decelerating material flow in troughs or tubes B65G53/58)}","E04F21/12|E04G21/04|B65G53/32|B65G53/58","","","","","",""
"B28C5/08","using driven mechanical means affecting the mixing  (B28C5/40, B28C5/42, B28C5/48 take precedence; in combination with the action of a fluid B28C5/38)","B28C5/40|B28C5/42|B28C5/48|B28C5/38","","","","","","This place covers: Illustrative example of subject matter classified in  . US 6 357 905 B1"
"B28C5/10","Mixing in containers not actuated to effect the mixing","","","","Classification of mixing in containers not actuated to effect the mixing is classified in this subclass.mixing with stirrers sweeping through the material is classified under .discontinuously operating mixing devices is classified under .material flowing continuously through the mixing device is classified under .the stirrers having a substantially horizontal axis is classified under .the stirrers having a substantially vertical axis is classified under .","B28C5/12|B28C5/1223|B28C5/1238|B28C5/14|B28C5/16","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/12","with stirrers sweeping through the materials {, e.g. with incorporated feeding or discharging means or with oscillating stirrers}","","","","","","","This place covers: Illustrative example of subject matter classified in  . US 4 827 455 A"
"B28C5/14","the stirrers having motion about a horizontal or substantially horizontal axis {(with feeding or discharging means B28C5/12)}","B28C5/12","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/142","{the stirrer shaft carrying screw-blades}","","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/16","the stirrers having motion about a vertical or steeply inclined axis {(with feeding or discharging means B28C5/12)}","B28C5/12","","","","","","This place covers:"
"B28C5/18","Mixing in containers to which motion is imparted to effect the mixing","","","","Mixing in containers to which rotating motion is imparted are to be classified in the hierarchically lower subgroups of the .rotating about an inclined axis is classified under .tilted-drum type mixers is classified under .pulling the mixer over the ground or driven by the wheel of a vehicle is classified under .rotating about a (substantially) horizontal axis classified is under . rotating about a (substantially) vertical axis is classified under .","B28C5/18|B28C5/1806|B28C5/1825|B28C5/1893|B28C5/20|B28C5/25","","This place covers: The motion which is imparted to the container to effect the mixing is non-rotational, e.g. rocking back and forth; axial reciprocating movement of the container. US 2006 227 652 A1"
"B28C5/1806","{rotating about an inclined axis  (about a steeply inclined axis B28C5/26)}","B28C5/26","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/1825","{Mixers of the tilted-drum type, e.g. mixers pivotable about an axis perpendicular to the axis of rotation for emptying}","","","","","","","This place covers: Illustrative example of subject matter classified in  . BE 498 075 A"
"B28C5/1843","{having several drums}","","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/1893","{the mixing drum being rotated by pulling it over the ground; the mixing drum or the stirrer being driven by movement of the wheel of a vehicle}","","","","","","","This place covers: Illustrative example of subject matter classified in  . US 4 078 263 A"
"B28C5/20","rotating about a horizontal or substantially horizontal axis during mixing, e.g. without independent stirrers","","","","","","","This place covers: Illustrative example of subject matter classified in  . FR 378 966 A"
"B28C5/26","rotating about a vertical or steeply inclined axis during the mixing {, e.g. comprising a flat bottomplate rotating about a vertical axis, co-operating with blades or stirrers}","","","","","","","This place covers: Illustrative example of subject matter classified in  . US 3 635 449 A"
"B28C5/34","Mixing on or by conveyors {, e.g. by belts or chains provided with mixing elements}","","","","","","","This place covers: Illustrative example of subject matter classified in  . DE 477 968 C"
"B28C5/38","wherein the mixing is effected both by the action of a fluid and by directly-acting driven mechanical means, e.g. stirring means {; Producing cellular concrete}","","","","","","","This place covers: Illustrative example of subject matter classified in  . SU 1 691 110 A1"
"B28C5/40","Mixing specially adapted for preparing mixtures containing fibres","","","","","","","This place covers: Illustrative example of subject matter classified in  . WO2009 043 833 A1"
"B28C5/42","Apparatus specially adapted for being mounted on vehicles with provision for mixing during transport  ({B28C5/1893 takes precedence; mounted on a wheelbarrow B28C5/1215, B28C5/1818, B28C5/2018; } vehicle aspect B60P3/16)","B28C5/1893|B28C5/1215|B28C5/1818|B28C5/2018|B60P3/16","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/4251","{telescopic or foldable chutes}","","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/44","Apparatus specially adapted for drive by muscle power","","","","","","","This place covers: Illustrative example of subject matter classified in  . US2007 297 275 A1"
"B28C5/46","Arrangements for applying super- or sub-atmospheric pressure during mixing; Arrangements for cooling or heating during mixing {, e.g. by introducing vapour}","","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C5/48","wherein the mixing is effected by vibrations  (mixers with vibrating mechanisms in general B01F31/00)","B01F31/00","","","","","","This place covers: Illustrative example of subject matter classified in  ."
"B28C7/0046","{Storage or weighing apparatus for supplying ingredients  (B28C7/04 takes precedence)}","B28C7/04","Large containers","B65D88/00","","","","This place covers: Illustrative example of subject matter classified in  . US 5 339 996 A"
"B28C7/02","Controlling the operation of the mixing","","Controlling; Testing; MeasuringMethods, systems and apparatus for controlling in general","B01F35/20|G05","","","",""
"B28C7/04","Supplying or proportioning the ingredients {(B28C7/022 takes precedence; forming a predetermined ratio of the components to be mixed, in general B01F35/80)}","B28C7/022|B01F35/80","","","Classification of supplying or proportioning the ingredients is in this subclass.proportioning is classified under .weighing is classified under .volumetric is classified under .plant for proportioning supplying or batching is classified under .supplying the solid ingredients is classified under .supplying or proportioning the lliquid ingredientsis classified under .","B28C7/0404|B28C7/0422|B28C7/0454|B28C7/0481|B28C7/06|B28C7/12","",""
