"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B65C","LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES  (nailing or stapling in general B25C, B27F; applying labels for packaging purposes B65B; labels, name-plates G09F ){(series-printing machines B41L; containers for the storage or transport of packages B65D)}","B25C|B27F|B65B|G09F|B41L|B65D","Apparatus for applying lining or sheathing using tubular layers or sheathings  and subgroups.Making of (adhesive) labels provided on carrier webs .Enclosing successive articles in tubular webs/Devices for distending tubes supplied in the flatened state  Adding cards, coupons or other inserts to package contents  Handling thin or filamentary material, e.g. webs  Franking apparatus  Franking apparatus attaching a label on a mailpiece:  .Labels or tags as such  Apparatus or processes specially adapted for marking conductors or cables  ","B29C63/42|B31D1/02|B65B9/14|B65B61/20|B65H|G07B17/00|G07B2017/0062|G09F3/00|H01B13/34","","","Labelslip of paper, card, linen, metal, etc., for attaching to object and indicating its nature, owner, name, destination, etc.","This place covers: Labelling flat essentially rigid surfaces. Labelling other than flat surfaces, such as bottles, cables or wire. Labelling fabrics or comparable materials or articles with deformable surfaces, e.g. paper, fabric rolls, stockings, shoes. Affixing tags. Details of labelling machines or apparatus. Manually-controlled or manually-operable label dispensers, e.g. modified for the application of labels to articles."
"B65C1/00","Labelling flat essentially-rigid surfaces  (labelling of fabrics B65C5/00)","B65C5/00","Franking apparatus   Franking apparatus attaching a label on a mailpiece  ","G07B17/00|G07B2017/0062","","","","This place covers: Affixing labels to one flat surface of articles. Affixing labels, e.g. wrap-around labels, to two or more flat surfaces of a polyhedral article, e.g. cigarette package."
"B65C1/02","Affixing labels to one flat surface of articles, e.g. of packages, of flat bands","","","","","","","This place covers: Applying a (one) label to one flat surface of an article. Illustrative example of subject matter classified in this group.    "
"B65C1/04","Affixing labels, e.g. wrap-around labels, to two or more flat surfaces of a polyhedral article","","","","","","","This place covers: Applying a (one) label to two or more flat surfaces of a polyhedral article. Illustrative example of subject matter classified in this group.    "
"B65C3/00","Labelling other than flat surfaces  (of fabrics B65C5/00)","B65C5/00","","","","","","This place covers: Affixing labels to elongated objects, e.g. wires, cables. Affixing labels to short rigid containers., e.g. bottles. Affixing labels to non-rigid containers, e.g. bottles made of polyethylene, boxes to be inflated by internal air pressure prior to labelling."
"B65C3/02","Affixing labels to elongated objects, e.g. wires, cables, bars, tubes","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"B65C3/06","Affixing labels to short rigid containers","","Apparatus or processes specially adapted for marking conductors or cables  ","H01B13/34","","","","This place covers: Applying a (one) label to a rigid container. Illustrative example of subject matter classified in this group.    "
"B65C3/065","{by placing tubular labels around the container  (applying preformed tubular sheathings of plastics in general B29C63/18; applying protective covers to closures B67B5/03)}","B29C63/18|B67B5/03","Apparatus for applying lining or sheathing using tubular layers or sheathings:  Enclosing successive articles in tubular webs/Devices for distending tubes supplied in the flatened state  ","B29C63/42|B65B9/14","","","",""
"B65C3/26","Affixing labels to non-rigid containers, e.g. bottles made of polyethylene, boxes to be inflated by internal air pressure prior to labelling","","","","","","","This place covers: Applying a label to a non-rigid container or box to be inflated by internal pressure prior, and optionally during, the labelling. Illustrative example of subject matter classified in this group.        "
"B65C5/00","Labelling fabrics or comparable materials or articles with deformable surface, e.g. paper, fabric rolls, stockings, shoes  (affixing labels to non-rigid containers B65C3/26; by sewing D05B {; applying marks during shoe manufacture A43D95/14; marking textile materials by attaching tags D06H1/04})","B65C3/26|D05B|A43D95/14|D06H1/04","","","","","","This place covers: Using adhesives. Using staples.        "
