"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B65G53/4666","{with axis of turning neither parallel nor perpendicular to flow, i.e. mixed flow}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/4675","{with flexible wall parts, e.g. peristaltic devices}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/4683","{with a reciprocating mover acting directly on material}","","Shut-off valve","B65G53/46","","","","This place covers: When the material is displaced by the reciprocating device Illustrative example of subject matter classified in this group:"
"B65G53/4691","{of air-lock type, i.e. at least two valves opening asynchronously}","","Valves","B65G53/46","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/48","Screws or like rotary conveyors","","Screw or rotary spiral conveyorsWith mechanical injection of the materials, e.g. by screwGates or sluices, e.g. rotary wheels","B65G33/00|B65G53/08|B65G53/46","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/50","Pneumatic devices  (incorporated in nozzles B65G53/42)","B65G53/42","With pneumatic injection of the materials, e.g. by screwThe gas flow inducing feed of the materials by suction effectNozzles","B65G53/10|B65G53/14|B65G53/42","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/52","Adaptations of pipes or tubes","","Pipe; joints or fittings for pipes; supports for pipes, cables or protective tubing; means of thermal insulation in general","F16L","","","","This place covers: The pipes relate only to pneumatic conveyor and examples are: connecting pipes; pivoting pipes; telescopic pipes; etc. NON pneumatic conveyors Illustrative example of subject matter classified in this group:"
"B65G53/521","{means for preventing the accumulation or for removal of deposits  (preventing accumulation in pipes in general F16L55/24)}","F16L55/24","Devices for accelerating or declarating flow of the materials; use of pressure generators","B65G53/58","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/523","{Wear protection}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/525","{for conveyance in plug-form}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/526","{with means for special treatment to facilitate transport}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/528","{Flux combining or dividing arrangements  (B65G53/56 takes precedence)}","B65G53/56","Transferring materials in bulk from one conveyor to several conveyors, or vice versaFertiliser distributors, seeders","B65G47/72|A01C15/04","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/54","Flexible pipes or tubes","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/56","Switches","","Transferring materials in bulk from one conveyor to several conveyors, or vice versa","B65G47/72","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/58","Devices for accelerating or decelerating flow of the materials; Use of pressure generators  (controlling pressure of propelling gas B65G53/66)","B65G53/66","NozzlesMeans for preventing the accumulation or for removal of deposits","B65G53/42|B65G53/521","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/60","Devices for separating the materials from propellant gas","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/62","using liquid","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
