"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A63K","RACING; RIDING SPORTS; EQUIPMENT OR ACCESSORIES THEREFOR  (stop watches G04F7/06; timing G07C1/22; indicating arrangements for variable information by selection or combination of individual elements G09F9/00)","G04F7/06|G07C1/22|G09F9/00","","","","","","This place covers: Race-courses, race-tracks and equipment or accessories for racing or riding sports, e.g. starting appliances and hurdles."
"A63K1/00","Race-courses; Race-tracks","","Design or layout of playing courts, rinks, bowling greens or areas for water-skiing; Covers thereforConstruction of, or surfaces for, roads, sports grounds, or the like","A63C19/00|E01C","","","","This place covers: Race-courses and race-tracks, e.g. equestrian surfacing materials, racing facility pit systems and running track designs."
"A63K1/02","for greyhounds or other dogs","","","","","","","This place covers: Race-courses for greyhounds or other dogs, e.g. propelling of dummy hare."
"A63K3/00","Equipment or accessories for racing or riding sports {(training equipment for animals A01K15/02)}","A01K15/02","","","","","","This place covers: Equipment or accessories for racing or riding sports, e.g. starting appliances, hurdles, photo-finish devices; dressage arena borders; individual boxes for small animals, e.g. mice."
"A63K3/02","Starting-appliances","","","","","","","This place covers: Starting-appliances, e.g. starting-blocks for athletics, starting stalls or boxes for horses or greyhounds, starting gates for motor bikes and for rodeos."
"A63K3/023","{Starting-blocks}","","","","","","","This place covers: Starting-blocks for athletic running."
"A63K3/026","{Starting stalls or starting boxes, e.g. for racing horses, greyhounds}","","","","","","","This place covers: Starting stalls or starting boxes, e.g. several animals starting together being separately placed."
"A63K3/04","Hurdles or the like","","Sockets or holders for poles or posts","E04H12/22","","","HurdleEach of a series of upright frames or obstacles that a person or animal (e.g. horse, dog, etc.) jumps over in a race.",""
"A63K3/043","{Athletics hurdles}","","Apparatus for jumping","A63B5/00","","","",""
"A63K3/046","{Equestrian hurdles}","","","","","","",""
