"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B28B","SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS; SHAPING SLAG; SHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTER  (foundry moulding B22C; working stone or stone-like material B28D; shaping of substances in a plastic state, in general B29C; making layered products not composed wholly of these substances B32B; shaping in situ, see the relevant classes of section E)","B22C|B28D|B29C|B32B|E","","","","","The material(a) clay or other ceramic compositions (b) slag (c) mixtures with water-setting properties given by clay, cementitious material, or slag.","This place covers: The methods and apparatuses covered manufacture of the shaped article at a location remote from its intended use, i.e. a pre-fabricated article."
"B28B1/002","{assembled from preformed elements}","","","","""The material"" used to hold the assembled preformed elements together is as defined in the subclass.","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/004","{Devices for shaping artificial aggregates from ceramic mixtures or from mixtures containing hydraulic binder  (from slag C04B5/00; composition of artificial aggregates C04B18/02)}","C04B5/00|C04B18/02","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/005","{Devices or processes for obtaining articles having a marble appearance  (producing decorative effects B44C; design of stone surfaces, e.g. marble, B44F9/04)}","B44C|B44F9/04","","","Characteristic features concerning the feeding of the material should be classified in .","B28B13/02","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/007","{by freezing the material}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/008","{made from two or more materials having different characteristics or properties  (casting for producing layered articles B28B1/16; feeding several succesive layers, optionally of different materials B28B13/022; coating B28B11/04; applying material to surfaces to form a permanent layer thereon B28B19/00)}","B28B1/16|B28B13/022|B28B11/04|B28B19/00","","","","","","This place covers: Making a base body (11) in a conventional manner with at least one external dimension (12), smaller than a corresponding desired dimension (13), applying a compensating coating (14) to the base body or its top. "
"B28B1/02","by turning or jiggering {in moulds or moulding surfaces on rotatable supports}","","","","","","","This place covers: Potter's wheel and handtools associated with such a device. "
"B28B1/04","by tamping or ramming  (followed by pressing B28B3/02)","B28B3/02","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/045","{combined with vibrating or jolting}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/08","by vibrating or jolting {(of moulding sand B22C15/10; of concrete in general E04G21/063)}","B22C15/10|E04G21/063","Of concrete in general","E04G21/063","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/081","{Vibration-absorbing means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/082","{combined with a vacuum, e.g. for moisture extraction  (in general E04G21/061)}","E04G21/061","For humidifying or dehumidifyingBy vibrating the composition before or during mouldingFor moisture extraction in general","B28B7/46|B29C67/244|E04G21/061","","","","This place covers: Illustrative example of subject matter matter classified in this group:"
"B28B1/084","{the vibrating moulds or cores being moved horizontally for making strands of moulded articles}","","","","Slipform casting process having an extruder screw also to be classified in  ""self-propelled screw extruders"" TBC.","B28B3/224","","This place covers: Slipform casting process having an extruder screw. Slipformer technique: "
"B28B1/087","by means acting on the mould {; Fixation thereof to the mould}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/0873","{the mould being placed on vibrating or jolting supports, e.g. moulding tables}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/093","by means directly acting on the material, e.g. by cores wholly or partly immersed in the material {or elements acting on the upper surface of the material} ({B28B1/084 takes precedence; } internal vibrators for compacting concrete in situ E04G21/08)","B28B1/084|E04G21/08","","","By cores wholly or partly immersed in the material is to be classified in .","B28B1/0935","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/0935","{using only elements wholly or partly immersed in the material, e.g. cores}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/10","and applying pressure otherwise than by the use of presses","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/105","{this load also being actively vibrated or jolted}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/14","by simple casting, the material being neither forcibly fed nor positively compacted  (for molten material B28B1/54)","B28B1/54","","","","","","This place covers: Illustrative example fo subject matter classified in this group:"
"B28B1/16","for producing layered articles  (coating B28B11/04)","B28B11/04","","","Layered products essentially comprising a water-setting substance, e.g. concrete, plaster, asbestos cement, or like builders' material","B32B13/00","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/20","by centrifugal or rotational casting  (slip-casting involving rotation of the mould B28B1/28; for molten material B28B1/54)","B28B1/28|B28B1/54","",""," centrifugal or rotational casting with methods or machines specially adapted for the production of tubular articles centrifugal or rotational casting wherein the elements are reinforcing members","B28B21/00|B28B23/20","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/24","by injection moulding {(injection moulding of ceramic slips B28B1/265; of tubular articles B28B21/38)}","B28B1/265|B28B21/38","Manufacture of workpieces or articles from metallic powder by injection moulding","B22F3/22","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/26","by slip-casting, i.e. by casting a suspension or dispersion of the material in a liquid-absorbent or porous mould, the liquid being allowed to soak into or pass through the walls of the mould; Moulds therefor  (B28B1/52 takes precedence){; specially for manufacturing articles starting from a ceramic slip; Moulds therefor  (of tubular articles B28B21/08)}","B28B1/52|B28B21/08","","","For chemical aspects see:  slipcasting of clay-wares.For manufacturing of workpieces or articles from metallic powder see:  for producing castings from a slip.","C04B33/28|B22F3/22","",""
"B28B1/261","{Moulds therefor  (absorbent moulds in general B28B7/344)}","B28B7/344","Absorbent moulds in general","B28B7/344","","","","This place covers:"
"B28B1/266","{Means for counteracting the pressure being applied on the slip or on the moulded article in the mould, e.g. means for clamping the moulds parts together in a frame-like structure}","","Fastening means, clamping means for mould parts in general","B28B2007/005","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/268","{by dipping moulding surfaces in the slip  (in general B28B1/38)}","B28B1/38","Dipping moulding surfaces in the slip in general","B28B1/38","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/29","by profiling or strickling the material in open moulds or on moulding surfaces {(in rotary moulds B28B1/02; by means of profiled rollers B28B3/12, B28B3/123)}","B28B1/02|B28B3/12|B28B3/123","","","Profiling or strickling in situ:  machines, tools or auxiliary devices for preparing or distributing paving materials.","E01C19/00","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/32","by projecting, e.g. spraying  (spraying in general B05B, B05D)","B05B|B05D","Spraying in general ","B05B","","","",""
"B28B1/34","by centrifugal force {(centrifugally acting implements for applying plaster or the like to walls E04F21/10)}","E04F21/10","","","","","",""
"B28B1/38","by dipping  (in general B05C, B05D  {; shaping from synthetic resin B29C41/14})","B05C|B05D|B29C41/14","By dipping in general","B05C","","","",""
"B28B1/40","by wrapping, e.g. winding","","","","","","",""
"B28B1/44","by forcing cores into filled moulds for forming hollow articles","","","","The cores being forced into the filled moulds displace the material inside the filled moulds.","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/48","by removing material from solid section preforms for forming hollow articles, e.g. by punching or boring","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/50","specially adapted for producing articles of expanded material, e.g. cellular concrete  (chemical aspects {or making expanded aggregate} C04B)","C04B","","","Mixers for producing cellular concrete:","B28C5/1269|B28C5/381|B01F","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/526","{by delivering the materials on a conveyor of the endless-belt type}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/527","{by delivering the materials on a rotating drum, e.g. a sieve drum, from which the materials are picked up by a felt}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B1/54","specially adapted for producing articles from molten material, e.g. slag {refractory ceramic materials} (chemical aspects C04B  {; from molten bituminous material B29C})","C04B|B29C","","","","","","This place covers: E.g. sulfur/sulphur concrete"
"B28B3/00","Producing shaped articles from the material by using presses  (shaping on moving conveyors B28B5/00); Presses specially adapted therefor  (presses in general B30B)","B28B5/00|B30B","Manufacture of workpieces or articles from metallic powder characterised by the manner of compacting or sinteringExtrusion moulding of plasticsAspects related to presses in general","B22F3/00|B29C48/00|B30B","","","",""
"B28B3/003","{Pressing by means acting upon the material via flexible mould wall parts, e.g. by means of inflatable cores, isostatic presses  (isostatic presses in general B30B5/02)}","B30B5/02","Isostatic presses in general ","B30B5/02","The flexible mould wall parts change shape due to an externally generated pressure (air, oil etc.) other than the reaction force caused by the pressing of a ram head.","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/02","wherein a ram exerts pressure on the material in a moulding space; Ram heads of special form","","Using a ram exerting pressure on the material in a moulding space","B30B11/02","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/021","{Ram heads of special form}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/022","{combined with vibrating or jolting}","","Using a ram exerting pressure on the material in a moulding space, whereby the material is subjected to vibrations","B30B11/022","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/024","{the pressure on the material being transmitted through flexible or resilient wall parts, e.g. flexible cushions on the ramming surface, resilient wall parts pressing as a result of deformation caused by ram pressure}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/025","{Hot pressing, e.g. of ceramic materials}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/027","{using a bottom press ram actuated upwardly towards mould covers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/06","with two or more ram and mould sets","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/08","with two or more rams per mould","","","","","","","This place covers: Wherein the ram heads work in opposite directions: "
"B28B3/083","{The juxtaposed rams working in the same direction}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/086","{The rams working in different directions}","","","","","","","This place covers:"
"B28B3/10","each charge of material being compressed against previously formed body","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/12","wherein one or more rollers exert pressure on the material","","","","","","","This place covers:"
"B28B3/123","{on material in moulds or on moulding surfaces moving continuously underneath or between the rollers, e.g. on an endless belt}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/126","{on material passing directly between the co-operating rollers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/14","with co-operating pocketed rollers","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/16","with co-operating profiled rollers","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B28B3/18","Roller-and-ring machines, i.e. with roller disposed within a ring and co-operating with the inner surface of the ring","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
