"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A45D","HAIRDRESSING OR SHAVING EQUIPMENT  (wigs, toupees, or the like A41G3/00, A41G5/00; hairdressers' chairs A47C1/04; hair cutting appliances, razors B26B); EQUIPMENT FOR COSMETICS OR COSMETIC TREATMENTS, e.g. FOR MANICURING OR PEDICURING","A41G3/00|A41G5/00|A47C1/04|B26B","Sanitary equipment; Toilet accessoriesCosmetic or similar toilet preparationsFor applying therapeutic or disinfecting substances, Use of cosmetic or similar toilet prepararationsSpraying or atomising apparatus; NozzlesApplying liquids to surfaces in generalContainers in general","A47K|A61K|A61M|A61M35/00|A61Q|B05B|B05C|B65D","","","","This place covers: Processes of waving, straightening or curling hair; Hair-curling or hair-waving appliances, e.g. curling-tongs; Devices for heating or accessories for hair curling appliances; Hair holding devices; Devices for washing or colouring the hair or scalp; Hair drying devices or accessories therefor; Devices for removing superfluous hair, e.g. tweezers; Hair combs or accessories therefor; Shaving accessories; Manicuring or pedicuring implements; Artificial nails; Containers, casings or accessories for handling toilet or cosmetic substances; Sachet pads for liquid substances; Hand, pocket, or shaving mirrors; Hairdressers' equipment, e.g. protecting mantles, stands for performing hairdressing work, specially adapted furniture; Other toilet or cosmetic equipment."
"A45D1/00","Curling-tongs, i.e. tongs for use when hot; Curling-irons, i.e. irons for use when hot; Accessories therefor","","Hair straightening appliancesDetails of, or accessories for, hair-curling or hair-waving devicesProcesses of waving, straightening or curling hairHand-held drying devices","A45D2/001|A45D6/00|A45D7/00|A45D20/10","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/02","with means for internal heating, e.g. by liquid fuel","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/04","by electricity","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/06","with two or more jaws  (A45D1/02 takes precedence)","A45D1/02","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/08","the jaws remaining parallel to each other during use, e.g. the jaws sliding parallel to each other","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/10","with a rotatable handle sleeve","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/12","of helical or zig-zag shape","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/14","the jaws being separable from each other","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A45D1/16","with a single heated member  (A45D1/02 takes precedence)","A45D1/02","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A45D1/18","with combs  (A45D1/02 takes precedence)","A45D1/02","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A45D1/20","External heating means for curling-tongs or curling-irons","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D1/28","with means for controlling or indicating the temperature","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A45D2/00","Hair-curling or hair-waving appliances  (heated curling-tongs, curling-irons A45D1/00 ){; Appliances for hair dressing treatment not otherwise provided for}","A45D1/00","Details of, or accessories for, hair-curling or hair-waving devicesTools or apparatus for braiding or lacing by hand","A45D6/00|D04C7/00","","","","This place covers: Appliances for hairdressing treatment not otherwise provided for. Illustrative example:"
"A45D2/001","{Hair straightening appliances}","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/002","{with combs}","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/02","Hair winders or hair curlers for use substantially perpendicular to the scalp, i.e. steep-curlers  (A45D6/14, A45D6/16 take precedence; with incorporated heating or drying means A45D2/36; heating devices designed for use external to and in connection with, hair curlers or hair wavers A45D4/02)","A45D6/14|A45D6/16|A45D2/36|A45D4/02","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/04","in the form of rods with jaw devices","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/06","in the form of rods with base plate or base clamp","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/08","of hollow type  (A45D2/10 takes precedence)","A45D2/10","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A45D2/10","in the form of spools or bobbins","","","","","","","This place covers: Illustrative examples of subject matter classified in this group."
