"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"C10F","DRYING OR WORKING-UP OF PEAT","","Destructive distillation of peatObtaining peat; Machines thereforCombustion of peatDrying in general","C10B53/00|E21C49/00|F23G7/10|F26B","In the absence of an indication to the contrary, classification is made in the last appropriate place (""last place rule"").","","","This place covers: Drying, dewatering or working up of peat, including drying using presses, band-presses, rolls, centrifuges etc., including drying or dewatering in the field. Drying or dewatering of peat combined with a carbonisation step for producing turfcoal. Working-up of peat concerns peat processing processers and apparatus therefor, e.g. involving disintegration, moulding, briquetting, solubilizing and oxidising peat, etc."
