"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"F15C","FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES  (transducers F15B5/00, {F15B21/00}; fluid dynamics in general F15D; computer comprising fluid elements G06D, G06G; {electric control by means of electro-hydraulic or electro-pneumatic amplifiers G05B7/02})","F15B5/00|F15B21/00|F15D|G06D|G06G|G05B7/02","","","","","","This place covers: Components for fluidic logic systems (fluidics), i.e. for systems using a fluid to perform analog or digital operations similar to those performed with electronics."
