"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"G10F","AUTOMATIC MUSICAL INSTRUMENTS  (non-musical aspects of toy instruments A63H5/00; sound recording or reproducing G11B; working in association with recording or reproducing apparatus G11B31/02)","A63H5/00|G11B|G11B31/02","Musical toys per seOrgans, harmoniums or like; wind actuated musical instrumentsPianos, harpsichords, spinets or similar stringed musical instruments with one or more keyboardsStringed musical instruments; Wind musical instruments; Accordions or concertinas; Percussion musical instruments; Musical instruments not otherwise provided forAids for music; Supports for musical instrumentsOther separate auxiliary devices or accessoriesElectrophonic musical instruments; Instruments in which the tones are generated by electromechanical means or electronic generators, or in which the tones are synthesised from a data store","A63H|G10B|G10C|G10D|G10G5/00|G10G7/00|G10H","","","","This place covers: Automatic musical instruments, e.g., pianofortes, musical boxes, carillons and barrel organs. Independent players for keyboard instruments. Details or accessories thereof."
