"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A41F","GARMENT FASTENINGS; SUSPENDERS","","","","Machines, appliances or methods for making a particular article of apparel should be classified in the relevant group for the machine, appliance or method concerned in  and also as additional information with the relevant symbol of the particular article of apparel concerned in  - .","A41H|A41B|A41F","",""
"A41F1/00","Fastening devices specially adapted for garments  ({for pairing socks A41B11/002; for fur garments A41D5/006}; fastening devices in general A44B{; for babies' napkins A61F13/56})","A41B11/002|A41D5/006|A44B|A61F13/56","","","","","","This place covers: Illustrative example of subject matter classified in this group.        "
"A41F1/002","{Magnetic fastening devices}","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/004","{Strips of buttons}","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/006","{Brassiére fasteners}","","","","Comprises only back fasteners of brassieres.For front fastening of brassieres class only in .","A41C3/02","","This place covers: Illustrative example of subject matter classified in this group.        "
"A41F1/008","{Adjustable fasteners comprising a track and a slide member  (expansible or adjustable belts or girdles A41F9/02)}","A41F9/02","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/02","Buttonholes; Eyelets for buttonholes","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/04","Corset fasteners","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/06","Glove fasteners","","","","For fastening glove in cuff area (but not to another garment), class only in  and .For fastening glove in other area, class only in .For fastening glove to another garment class in .","A41F1/06|A41D19/0048|A41F1/06|A41D19/0041","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F1/08","Garter fasteners","","","","Not used, class in .","A41F11/00","",""
"A41F3/00","Braces","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F3/02","Strips, tongues, or the like, for attaching to the trousers","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F3/04","Means for joining the strips, tongues, or the like, to the body of the braces","","","","","","","This place covers: Illustrative example of subject matter classified in this group.        "
"A41F3/045","{using springs}","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F3/06","Means for rendering braces pliable; Elastic elements for braces; Braces completely made of rubber","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F5/00","Trouser supports attached to the shirt, waistcoat, or the like","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F7/00","Devices for connecting underpants to trousers","","","","","","","This place covers: Illustrative example of subject matter classified in this group.    "
"A41F9/00","Belts, girdles, or waistbands for trousers or skirts","","","","When girdle is used to support trouser or skirt, class in  and lower groups.When girdle is used to shape body, class in  and lower groups.If girdle is further used to support stocking or socks, class also in .","A41F9/00|A41C1/00|A41F11/00","","This place covers: Illustrative example of subject matter classified in this group.      "
