"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"C01C","AMMONIA; CYANOGEN; COMPOUNDS THEREOF  ({metal hydrides, monoborane, diborane or addition complexes thereof C01B6/00}; salts of oxyacids of halogens C01B11/00; peroxides, salts of peroxyacids C01B15/00; thiosulfates, dithionites, polythionates C01B17/64; compounds containing selenium or tellurium C01B19/00; azides C01B21/08; {compounds other than ammonia or cyanogen, containing nitrogen, non-metals and optionally metals C01B21/082}; metal imides or amides C01B21/092; nitrites C01B21/50; {compounds of noble gases C01B23/0005}; phosphides C01B25/08; salts of oxyacids of phosphorus C01B25/16; compounds containing silicon C01B33/00; compounds containing boron C01B35/00)","C01B6/00|C01B11/00|C01B15/00|C01B17/64|C01B19/00|C01B21/08|C01B21/082|C01B21/092|C01B21/50|C01B23/0005|C01B25/08|C01B25/16|C01B33/00|C01B35/00","","","In the whole class  (thus also in this subclass ) is the last appropriate place rule applied (see the Note after the class title) and are chemical names to be taken in a strictly limitative sense (see the Note after the class title ).","C01|C01C|C01","",""
"C01C1/00","Ammonia; Compounds thereof {(C01C3/08, C01C3/14, C01C3/16, C01C3/20 take precedence)}","C01C3/08|C01C3/14|C01C3/16|C01C3/20","","","","","",""
"C01C1/0405","{from N2 and H2 in presence of a catalyst}","","","","","","","This place covers: Features dealing with the catalytic gas phase synthesis of ammonia and not covered by the subgroups   -   are classified in this group. Also items related to the cycle, like by-passes or specific flow connections are classified in here."
"C01C1/0417","{characterised by the synthesis reactor, e.g. arrangement of catalyst beds and heat exchangers in the reactor  (arrangement of several reactors C01C1/0405; fixed-bed reactors in general B01J8/02)}","C01C1/0405|B01J8/02","Fixed-bed reactors:Preparation or purification of gas mixtures for ammonia synthesis","B01J8/02|C01B3/025","","","","This place covers: This group covers the synthesis in gas phase of ammonia. The detailed catalyst or the reactor used in the process being classified in the subgroups below. Also heat exchangers arranged in the reactor are classified in here."
"C01C1/0458","{Separation of NH3  (during purge gas treatment C01C1/0476)}","C01C1/0476","","","","","",""
"C01C1/083","{from molasses  (treatment of molasses in general C13B50/006)}","C13B50/006","Treatment of molasses in general","C13B50/006","","","",""
"C01C1/10","Separation of ammonia from ammonia liquors, e.g. gas liquors {(as part of the ammonia synthesis process C01C1/04)}","C01C1/04","","","","","",""
"C01C1/12","Separation of ammonia from gases and vapours {(as part of the ammonia synthesis process C01C1/04)}","C01C1/04","","","","","",""
"C01C1/24","Sulfates of ammonium  (C01C1/14 takes precedence)","C01C1/14","","","","","",""
"C01C3/001","{Preparation by decomposing nitrogen-containing organic compounds, e.g. molasse waste or urea  (by distillation of carbamates C01C3/02, C01C3/08, C01C3/14, C01C3/16; by decomposing formamide or ammonium formate C01C3/0204)}","C01C3/02|C01C3/08|C01C3/14|C01C3/16|C01C3/0204","","","","","",""
"C01C3/003","{Cyanogen}","","","","","","CyanogenCN",""
"C01C3/004","{Halogenides of cyanogen}","","","","","","Halogenides of cyanogenXCN",""
"C01C3/005","{Thiocyanogen}","","","","","","Thiocyanogen(SCN)",""
"C01C3/006","{Sulfurdicyanide}","","","","","","SulfurdicyanamideS(CN)",""
"C01C3/02","Preparation, {separation or purification} of hydrogen cyanide {(C01C3/001 takes precedence)}","C01C3/001","","","","","",""
"C01C3/0212","{from hydrocarbons and ammonia in the presence of oxygen, e.g. the Andrussow-process}","","","","","","",""
"C01C3/0229","{from hydrocarbons and ammonia in the absence of oxygen, e.g. HMA-process}","","","","","","HMAHydrogen cyanide Methane Ammonia-process ",""
"C01C3/08","Simple or complex cyanides of metals {(C01C3/001, C01C3/002 take precedence)}","C01C3/001|C01C3/002","","","","","",""
"C01C3/14","Cyanic {or isocyanic} acid; Salts thereof {(C01C3/001 takes precedence)}","C01C3/001","","","","","Cyanic acidHOCNIsocyanic acidHNCO",""
"C01C3/145","{Isocyanic acid; Salts thereof}","","","","","","Isocyanic acidHNCO",""
"C01C3/16","Cyanamide; Salts thereof  ({C01C3/001, C01C3/002 takes precedence}; dicyandiamide C07C279/28)","C01C3/001|C01C3/002|C07C279/28","","","","","CyanamideHNCN",""
"C01C3/18","Calcium cyanamide","","","","","","Calcium cyanamideCaNCN",""
"C01C3/20","Thiocyanic acid; Salts thereof {(C01C3/001 takes precedence)}","C01C3/001","","","","","Thiocyanic acidhydrogen thiocyanate",""
