"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A44B1/30","Screw-buttons","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/32","Shank inserted into counterpiece and locked by sliding or rotating","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/34","with snap-action counterpiece","","","","Difference between buttons fixed to material, i.e. textile, with snap-action counterpiece  and snap-fasteners  is that the snap-fastener fastens two pieces of material, i.e. textile, by snap-fastening; while the button is fixed to one piece of material, i.e. textile by snap-fastening but does not use snap fastening to fasten two pieces of material, i.e. textile.","A44B1/34|A44B17/00","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/36","with counterpiece in the form of cotter, split-pin, or the like","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/38","Clamping by spring action","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/40","with helical wire-shank screwed into material","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/42","with deformable prongs","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B1/44","with deformable counterpiece","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B3/00","Collar-studs","","","","","","Collar-studA stud used to fasten a collar to a shirt",""
"A44B3/02","completely rigid","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B3/04","with head tiltable as a whole","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B3/06","with head formed as two tiltable flaps","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B3/08","with head and base separable","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B5/00","Sleeve-links","","","","","","Sleeve-linkA link used for fastening the loose sides of a wristband or cuff, esp. the cuff of a shirt-sleeve.","This place covers: Illustrative example of subject matter classified in this group."
"A44B5/002","{with head tiltable as a whole}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B5/005","{formed as two tiltable flaps}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B5/007","{concealing a sewed-on button  (buttons with replaceable coverings A44B1/14)}","A44B1/14","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B6/00","Retainers or tethers for neckties, cravats, neckerchiefs, or the like, e.g. tie-clips, spring clips with attached tie-tethers, woggles, pins with associated sheathing members tetherable to clothing  (tie-pins A44B9/08; decorative or ornamental aspects A44C)","A44B9/08|A44C","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B7/00","Cards for buttons, collar-studs, or sleeve-links","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/02","Simple pins","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/04","Ordinary pins","","","","","","","This place covers: Pin for general purpose without specific use. Illustrative example of subject matter classified in this group."
"A44B9/06","Hat-pins  (other fastening means for head coverings A42B7/00)","A42B7/00","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/08","Tie-pins  (pins with associated sheathing members tetherable to clothing A44B6/00)","A44B6/00","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/10","Safety devices","","","","","","","This place covers: Safety devices for pins classified as simple pins. Also includes safety devices which do not cover the tip. Illustrative example of subject matter classified in this group."
"A44B9/14","Ordinary safety-pins","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/16","Brooches; Breast-pins","","","","Comprises brooches with a safety pin fastening. For brooches in their decorative aspect class in .Safety pins also to be found in button & badges fastenings , .In American English ""Button"" is used for ""Badge"", correct class for Badges is .For removable buttons that look like badges but are used as a fastener, class in  and in .If they fasten through a safety pin, it should also be classed in .","A44C1/00|A44B1/18|A44C3/001|A44C3/001|A44B1/18|A44C3/001|A44B9/16","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/18","Hinges; Locking devices","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B9/20","Attaching heads of glass or the like to pin shafts","","","","","","","This place covers: Methods for attaching heads of glass or the like to pin shafts. May also comprise machines for attaching if it is not the main subject of the invention Illustrative example of subject matter classified in this group."
"A44B11/00","Buckles; Similar fasteners for interconnecting straps or the like, e.g. for safety belts","","","","This subclass covers buckles whether used as haberdashery (i.e. for clothing) or otherwise only if there's no other class for the specific application.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/006","{Attachment of buckle to strap  (for safety buckles A44B11/2553)}","A44B11/2553","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/008","{extensible}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/02","frictionally engaging surface of straps","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/04","without movable parts","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/065","{with strap tightening means  (A44B11/125 takes precedence; tighteners for securing of load on vehicles B60P7/0823; buckles attached to the end of a strap for bundling articles B65D63/16)}","A44B11/125|B60P7/0823|B65D63/16","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/08","roller displaceable in wedge-shaped slot","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/10","sliding wedge","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/12","turnable clamp","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/125","{with strap tightening means}","","","","This subclass covers buckles frictionally engaging surface of straps with a turnable clamp and strap tightening means whether used as haberdashery (i.e. for clothing) or otherwise only if there's no other class for the specific application.","","","This place covers: Strap tightening means incorporated in buckles which frictionally engage the surface of straps using turnable clamps. Illustrative example of subject matter classified in this group."
"A44B11/14","with snap-action","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/16","Strap held by spring action","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/18","Strap held by threading through linked rings","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/20","engaging holes or the like in strap","","","","For straps locking head gear, forward to  or .","A42B3/145|A42B1/22","","This place covers: Buckles or similar fasteners which engage holes or recesses or projections formed in the strap. Illustrative example of subject matter classified in this group."
"A44B11/22","Buckle with fixed prong","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/223","{fixed on a movable element}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/226","{with cover plate}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/24","Buckle with movable prong","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/25","with two or more separable parts","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2503","{Safety buckles  (safety belts in vehicles B60R22/00; safety belts for aircraft B64D25/02)}","B60R22/00|B64D25/02","","","Usually in metallic material.Comprises safety buckles used in safety belts for vehicles or aircraft.Does not comprise the safety belts for vehicles or aircraft.","","",""
"A44B11/2507","{actuated by a push-button}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2511","{acting perpendicularly to the main plane of the buckle, e.g. placed on the front face of the buckle}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2519","{with two buttons acting in opposite directions}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2523","{acting parallel to the main plane of the buckle and in the same direction as the fastening action}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2526","{with an operating lever}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/253","{acting in the same plane or in a plane parallel to the main plane of the buckle}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2534","{with the sliding motion of the buckle providing the opening or closing action}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2538","{with a pivoting bar retaining a loop of the strap itself}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2542","{actuated by a rotatable element, e.g. combined with other actuating means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2546","{Details}","","","","Single action to release simultaneously multiple buckles are in , in (gc180811 and ) and also some in .","F41H1/02|A44B|A44B11/266","",""
"A44B11/2549","{Fastening of other buckle elements to the main buckle  (buckles with several tongues released by the same mechanism A44B11/2507 - A44B11/2542)}","A44B11/2507|A44B11/2542","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2553","{Attachment of buckle to strap}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2557","{with strap length adjustment}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2561","{Tongue elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2565","{Illuminated buckles}","","","","If illumination only in the buckle, class in If illumination in the webbing of the belt but no change in the webbing construction, forward to If illumination in the webbing & webbing being constructionally changed, forward to  and ","A44B11/2565|B60Q3/20|B60Q3/20|B60R22/12","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2569","{Safety measures  (buckles for releasing in a vehicle emergency B60R22/32; control, alarm, or interlock systems for the correct application of safety belt buckles in vehicles B60R22/48)}","B60R22/32|B60R22/48","","","Single action to release simultaneously multiple buckles are in , in (gc180811 and ) and also some in .","F41H1/02|A44B|A44B11/266","",""
"A44B11/2573","{Locking means preventing an unauthorised opening, e.g. by children}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2576","{Buckle covers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/258","{fastening by superposing one part on top of the other  (A44B11/2503 takes precedence)}","A44B11/2503","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2584","{followed by sliding in the main plane of the buckle}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2588","{combined with one buckle element rotating or pivoting}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2592","{fastening by sliding in the main plane or a plane parallel to the main plane of the buckle  (A44B11/2503, A44B11/2584 take precedence)}","A44B11/2503|A44B11/2584","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/2596","{the movement being transverse to the longitudinal direction of the strap or chain}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/26","with push-button fastenings {(A44B11/2507 takes precedence; press-button fasteners A44B17/00)}","A44B11/2507|A44B17/00","","","Usually in plastic material.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/263","{with a push-button acting perpendicularly to the main plane of the buckle}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/266","{with at least one push-button acting parallel to the main plane of the buckle and perpendicularly to the direction of the fastening action}","","","","Single action to release simultaneously multiple buckles are in , in (gc180811 and ) and also some in .","F41H1/02|A44B|A44B11/266","","This place covers: Illustrative example of subject matter classified in this group."
"A44B11/28","with hooks engaging end-pieces on the strap {(A44B11/2503 takes precedence)}","A44B11/2503","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B13/00","Hook or eye fasteners","","","","This subclass covers hook or eye fasteners used as haberdashery (i.e. for clothing). For other specific applications see References.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B13/0011","{made of wire}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B13/0017","{made of metal plate}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B13/0023","{made of plastics}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B13/02","with spring closure of hook","","","","This subclass covers hook or eye fasteners used as haberdashery (i.e. for clothing). For other specific applications see References.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B15/00","Key-rings","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B15/002","{Separable rings}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B15/005","{Fobs}","","","","","","",""
"A44B17/00","Press-button or snap fasteners","","","","Difference between buttons fixed to material, i.e. textile, with snap-action counterpiece  and snap-fasteners  is that the snap-fastener fastens two pieces of material, i.e. textile, by snap-fastening; while the button is fixed to one piece of material, i.e. textile by snap-fastening but does not use snap fastening to fasten two pieces of material, i.e. textile.","A44B1/34|A44B17/00","",""
"A44B17/0011","{Press-button fasteners in which the elastic retaining action is obtained by a spring working in the plane of the fastener}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B17/0041","{Press-button fasteners consisting of two parts  (A44B17/0029 takes precedence)}","A44B17/0029","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B17/0047","{Press-button fasteners consisting of three parts  (A44B17/0029 takes precedence)}","A44B17/0029","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B17/0052","{Press-button fasteners consisting of four parts  (A44B17/0029 takes precedence)}","A44B17/0029","","","Comprises press-button fasteners consisting of four parts or more.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B18/00","Fasteners of the touch-and-close type; Making such fasteners  (making pile fabrics D03, D04)","D03|D04","","","This subclass covers velcro fasteners whether used as haberdashery (i.e. for clothing) or otherwise only if there's no other class for the specific application (see Informative References).This subclass does not cover piles with nanometer dimension (also called ""dry adhesive"", surface treatment, van de Waals force), it's not a velcro as there's no counterpart for fastening. These should be forwarded to:Adhesive in form of film/foilsAdhesive with protrusionsNanofibers","C09J7/00|C09J|Y01N6/00","",""
"A44B18/0007","{in which each part has similar elements}","","","","Comprises mixed, hermaphrodite elements.","","",""
"A44B18/0023","{Woven or knitted fasteners}","","","","","","",""
"A44B18/0069","{Details}","","","","","","",""
"A44B18/0076","{Adaptations for being fixed to a moulded article during moulding}","","","","","","",""
"A44B19/00","Slide fasteners","","","","This subclass covers slide fasteners whether used as haberdashery (i.e. for clothing) or otherwise only if there's no other class for the specific application (see Informative References).Does not comprise slide fasteners for packaging or plastic bags, even when this application is not claimed but it appears in the figures or in the description.","","",""
"A44B19/04","Stringers arranged edge-to-edge when fastened {, e.g. abutting stringers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/06","with substantially rectangular members having interlocking projections and pieces","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/08","Stringers arranged side-by-side when fastened, e.g. at least partially superposed stringers","","","","Comprises hidden teeth.","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/12","Interlocking member in the shape of a continuous helix","","","","","","",""
"A44B19/16","Interlocking member having uniform section throughout the length of the stringer {(for sacks or bags B65D33/2508)}","B65D33/2508","","","Does not comprise slide fasteners for packaging or plastic bags, even when this application is not claimed but it appears in the figures or in the description.","","",""
"A44B19/24","Details","","","","","","",""
"A44B19/267","{for slide fasteners with edges of stringers having uniform section throughout the length thereof  (for sacks or bags B65D33/2508)}","B65D33/2508","","","Does not comprise slide fasteners for packaging or plastic bags, even when this application is not claimed but it appears in the figures or in the description.","","",""
"A44B19/28","constructed to be removable from at least one stringer {; Sliders with movable parts to permit releasing of the slider in the event of jamming or obstruction}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/30","with means for locking in position","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/32","Means for making slide fasteners gas or watertight","","","","","","",""
"A44B19/36","Means for permanently uniting the stringers at the end; Means for stopping movement of slider at the end","","","","","","",""
"A44B19/38","Means at the end of stringer by which the slider can be freed from one stringer, e.g. stringers can be completely separated from each other","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/382","{""Two-way"" or ""double-acting"" separable slide fasteners}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/384","{Separable slide fasteners with quick opening devices}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/386","{Top end stop means for quick opening slide fasteners}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A44B19/403","{Connection of separate interlocking members}","","","","","","",""
"A44B19/406","{Connection of one-piece interlocking members}","","","","","","",""
"A44B19/42","Making by processes not fully provided for in one other class, e.g. B21D53/50, B21F45/18, B22D17/16, B29D5/00 {(attaching closure devices, e.g. slide fasteners, to bags B31B70/813; making package opening by applying or incorporating profile strips, e.g. for reclosable bags B65B61/188)}","B21D53/50|B21F45/18|B22D17/16|B29D5/00|B31B70/813|B65B61/188","","","","","",""
"A44B19/44","Securing metal interlocking members to ready-made stringer tapes  (making metal slide fastener parts combined with attaching B21D53/52)","B21D53/52","","","","","",""
"A44B99/00","Subject matter not provided for in other groups of this subclass","","","","This subclass covers clamp fasteners or other holding devices used as haberdashery (i.e. for clothing). For other applications, see Informative References.","","","This place covers: Illustrative example of subject matter classified in this group."
