"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"C05C","NITROGENOUS FERTILISERS","","Harrows with means for distributing fertilisersFertlisers distributorsMowers combined with dispensing apparatus, e.g. for fertilisersHorticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops or seaweed; forestry; wateringRoot feeders; injecting fertilisers into rootsProcesses or devices for granultaing materials, in generalNitrogen, compounds thereofAmmonia; cyanogen; compounds thereof","A01B25/00|A01C15/00|A01D43/14|A01G|A01G29/00|B01J2/00|C01B21/00|C01C","An ingredient in a mixture of fertilisers, or a single fertiliser which contains more that one of the chemical elements on which the subdivision is based, is classified only in the first of the appropriate places. Thus, a nitrophosphate or an ammoniated superphosphate is classified in  but not in , magnesium phosphate is classified in  but not in , and calcium cyanamide in  but not in .Information relative to the form in which the fertilizer is presented, e.g. granulation, coating, etc. is always given in addition to the chemical composition of the fertilizers.Any ingredient in a mixture, which is considered to present information of interest for search, is also classified using a combination of classification symbols. If a document concerns embodiments comprising mixtures whose elements are covered individually by different subclasses, groups or subgroups, the document is classified with a Combination-set.The following rules apply:The first element of the Combination-set corresponds to the first relevant (sub)group mentioned in the classification scheme independently of the importance or relevance of the element in the whole fertilizer mixture;the following element or elements of the Combination_set are added sequentially in the order in which they appear in the classification scheme to the first element using a "","".Example: a fertilizer containing a mixture of superphosphate (), ammonium nitrate () and potassium chloride () will be given the Combination-set , , .Example: a fertilizer containing a mixture of either superphosphate () or ammonium nitrate () with potassium chloride () will be given the Combination-set ,  and , .","C05B|C05C|C05B|C05D|C05C|C05D|C05B1/02|C05C1/00|C05D1/02|C05B1/02|C05C1/00|C05D1/02|C05B1/02|C05C1/00|C05D1/02|C05B1/02|C05D1/02|C05C1/00|C05D1/02","Fertiliser (fertiliser material)Natural or artificial substance containing the chemical elements that improve growth and productiveness of plants.","This place covers: Fertiliser compositions containing nitrogen, processes and apparatus for obtaining them; Ammonium nitrate fertilisers; Fertilisers containing other salts of ammonia or ammonia itself; Fertilisers containing other nitrates; Fertilisers containing calcium or other cyanamides; Fertilisers containing urea or urea compounds; Other nitrogenous fertilisers."
