"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B30B1/36","having telescoping plungers  (gas operated B30B1/38)","B30B1/38","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-281335"
"B30B1/38","wherein the plungers are operated by pressure of a gas, e.g. steam, air","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5182985"
"B30B1/40","by wedge means","","","","","","","This place covers: Presses for which one part of the wedge unit is in direct contact or in contact through simple thrust or tension members only, to the press ram or platen. Illustrative example of subject matter classified in this group: US-A-4535689"
"B30B1/42","by magnetic means, e.g. electromagnetic","","Arrangements for operating and controlling machines or devices for cutting, cutting-out, stamping-out, punching, perforating, or severing by means other than cutting Means for actuating the cutting member to effect the cut Electric, magnetic, piezo-electric, electro-magnetic means","B26D5/086","","","","This place covers: Presses for which one part of the magnetic, e.g. electro-magnetic unit is in direct contact or in contact through simple thrust or tension members only, to the press ram or platen. Illustrative example of subject matter classified in this group: US-A-3783662"
"B30B3/00","Presses characterised by the use of rotary pressing members, e.g. rollers, rings, discs","","Baling presses with compression means other than rams performing a rectilinear movementCrushing or disintegrating by roller millsWet presses Pressure rollsPapermaking machine - Pressure rolls - Calendars","B30B9/3082|B02C4/00|D21F3/08|D21G1/00","","","","This place covers: Presses characterised by the use of rotary pressing members in general and also those presses characterised by the use of rotary pressing members, for particular purposes, which are not provided for elsewhere. Illustrative example of subject matter classified in this group: DE-U-29606115  DE4328505"
"B30B3/005","{Roll constructions}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0897751"
"B30B3/02","co-operating with a fixed member","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0397158"
"B30B3/04","co-operating with one another, e.g. with co-operating cones","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-102007031879 "
"B30B3/045","{with co-operating cones}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4432278"
"B30B3/06","arranged one within another, e.g. with a roller disposed within a rotating ring and co-operating with the inner surface thereof","","Presses specially adapted for forming shaped articles from material in particulate or plastic state, e.g. briquetting presses, tableting presses - Roller-and-ring machines, i.e. with roller disposed within a ring and co-operating with the inner surface of the ring","B30B11/20","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4444100"
"B30B5/00","Presses characterised by the use of pressing means other than those mentioned in the preceding groups","","Shaping without cutting otherwise than using rigid devices or tools or yieldable or resilient pads, by applying fluid pressureMethods or apparatus for laminating characterised by the pressing technique, e.g. using action of vacuum or fluid pressure and subgroups","B21D26/02|B32B37/10","","","","This place covers: Presses characterised by the use of pressing means other than those mentioned in the preceding groups   -   in general and also those presses characterised by the use of pressing means other than those mentioned in the preceding groups   -  , for particular purposes, which are not provided for elsewhere. Illustrative example of subject matter classified in this group: DE-A-3731769"
"B30B5/02","wherein the pressing means is in the form of a flexible element, e.g. diaphragm, urged by fluid pressure","","Presses using a press ram by an elastic bag or diaphragm expanded by fluid pressurePresses for squeezing-out liquid from liquid-containing material using a flexible member, e.g. diaphragm, urged by fluid pressureLining or sheathing applied by ""rubber"" bag or diaphragm","B30B1/003|B30B9/22|B29C63/16","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-2039930"
"B30B5/04","wherein the pressing means is in the form of an endless band","","Baling presses for straw, hay or the like - Rotobalers, i.e. machines for forming cylindrical bales by winding and pressingVeneer presses; Press plates; Plywood presses - with endless arrangement of moving press plates, belts, or the likeManufacture of substantially flat articles, e.g. boards, from particles or fibres characterised by using continuously acting presses having endless belts or chains moved within the compression zoneMethods or apparatus for laminating - Pressing using at least one press band","A01F15/07|B27D3/04|B27N3/24|B32B37/1027","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-1389510 "
"B30B5/06","co-operating with another endless band","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A-8903288"
"B30B5/062","{urged by directly-acting fluid pressure}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0394655 "
"B30B5/065","{using anti-friction means for the pressing band}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0052359 "
"B30B5/067","{using anti-friction roller means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-102005053920 "
"B30B7/00","Presses characterised by a particular arrangement of the pressing members","","","","","","","This place covers: Presses characterised by a particular arrangement of the pressing members in general and also those presses characterised by a particular arrangement of the pressing members, which are not provided for elsewhere."
"B30B7/02","having several platens arranged one above the other","","Veneer presses; Press plates; Plywood presses - with a plurality of press plates, i.e. multi- platen hot pressesManufacture of substantially flat articles, e.g. boards, from particles or fibres. Moulding or pressing characterised by using platen-pressesMethods or apparatus for laminating characterised by the pressing technique","B27D3/02|B27N3/20|B32B37/10","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5634398"
"B30B7/023","{Feeding or discharging means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4065003"
"B30B7/026","{Spacer elements; Changing means therefor}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: JP-A-2000042789"
"B30B7/04","wherein pressing is effected in different directions simultaneously or in turn","","Presses for baling with pre-compression meansPresses specially adapted for forming shaped articles from material in particulate or plastic state, e.g. briquetting presses, tableting presses using a plurality of pressing members working in different directionsForging machines working with several hammers","B30B9/3078|B30B11/007|B21J7/14","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0609825"
"B30B9/00","Presses specially adapted for particular purposes","","","","","","","This place covers: Presses specially adapted for particular purposes in general and also those presses specially adapted for particular purposes, which are not provided for elsewhere."
"B30B9/02","for squeezing-out liquid from liquid-containing material, e.g. juice from fruits, oil from oil-containing material  (kitchen equipment A47J; filtering, e.g. straining solids from liquids, using presses in combination with filtering elements B01D; expelling water from textile fabrics or laundry D06C, D06F; drying F26 {; clothes presses D06F69/00, D06F71/00})","A47J|B01D|D06C|D06F|F26|D06F69/00|D06F71/00","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE1627844 US-A-2009249967 "
"B30B9/04","using press rams","","","","","","","This place covers: Illustrative example of subject matter classified in this group: JP-A-2002086299"
"B30B9/042","{co-operating with casings mounted on a movable carrier, e.g. turntable}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4303412 "
"B30B9/045","{co-operating with several adjacent casings}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3105745"
"B30B9/047","{Control arrangements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR2411699"
"B30B9/06","co-operating with permeable casings or strainers","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-1394314"
"B30B9/062","{Extrusion presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-1477418 "
"B30B9/065","{for making briquettes, e.g. from paper}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3616504"
"B30B9/067","{with a retractable abutment member closing one end of the press chamber}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0340377"
"B30B9/08","co-operating with a rotary casing","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2236655 "
"B30B9/10","without use of a casing","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0398131"
"B30B9/105","{using a press ram co-operating with an intermittently moved endless conveyor}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3520248"
"B30B9/12","using pressing worms or screws co-operating with a permeable casing","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2019237 "
"B30B9/121","{Screw constructions}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2535645"
"B30B9/122","{Means preventing the material from turning with the screw or returning towards the feed hopper}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-2736810 "
"B30B9/124","{using a rotatable and axially movable screw}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-8302259 "
"B30B9/125","{Control arrangements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-19902480 "
"B30B9/127","{Feed means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2354293"
"B30B9/128","{Vertical or inclined screw presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-202009004407"
"B30B9/16","operating with two or more screws or worms","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-1627975"
"B30B9/163","{working in different chambers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4253390 "
"B30B9/166","{the screws being coaxially disposed in the same chamber}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR2388769 DE-A-3429848"
"B30B9/18","with means for adjusting the outlet for the solid","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2269605 "
"B30B9/20","using rotary pressing members, other than worms or screws, e.g. rollers, rings, discs","","","","The use is classified in this group. Details that are relevant for rolls in general are classified in .","B30B3/00","","This place covers: Illustrative example of subject matter classified in this group: WO-A-9426388 "
"B30B9/202","{with co-operating cones}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2117413 US-A-4321140"
"B30B9/205","{using a roller with radially arranged vanes dividing the pressing space in separate chambers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2582573"
"B30B9/207","{Roller-and-ring presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4683816"
"B30B9/22","using a flexible member, e.g. diaphragm, urged by fluid pressure","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5451415"
"B30B9/225","{the diaphragm being tubular}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2379309"
"B30B9/24","using an endless pressing band","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5203996 US-A-7314141"
"B30B9/241","{co-operating with a drum or roller}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-9306718 "
"B30B9/242","{comprising compartments which are recurrently constricted and expanded}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3631794 "
"B30B9/243","{The squeezing-out being performed in several stages}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4181616 "
"B30B9/245","{the edges of the band being folded over the material}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3805692 "
"B30B9/246","{The material being conveyed around a drum between pressing bands}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0283870 "
"B30B9/247","{Pressing band constructions}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2004763"
"B30B9/248","{Means for sealing the press zone}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5545333"
"B30B9/26","Permeable casings or strainers","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5351612"
"B30B9/262","{means disposed in the casing facilitating the squeezing-out of liquid}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3332310"
"B30B9/265","{Press cloths}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3802037"
"B30B9/267","{Strainer bars; Spacers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4289065"
"B30B9/28","for forming shaped articles  (from material in powder, granular, or paste form, e.g. briquetting presses B30B11/00)","B30B11/00","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3704665"
"B30B9/30","for baling; Compression boxes therefor  (baling hay, straw, or the like A01F)","A01F","Miscellaneous auxiliary devices operating on articles or materials to be packaged and not otherwise provided for - for compressing or compacting articles or materials prior to wrapping or insertion in containers or receptaclesRefuse receptacles Other constructional features Compressing means incorporated in, or specially adapted for, refuse receptaclesVehicles particularly adapted for collecting refuse with devices for charging, distributing or compressing refuse in the interior of the tank of a refuse vehicle with charging pistons, plates, or the like","B65B63/02|B65F1/1405|B65F3/20","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-3238642 "
"B30B9/3003","{Details}","","Bundling particular articles presenting special problems using string, wire, or narrow tape or band; Baling fibrous material, e.g. peat, not otherwise provided for Baling or bundling compressible fibrous material, e.g. peat","B65B27/12","This group is for the details not specifically mentioned in the hierarchical lower groups.","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-20119524"
"B30B9/3007","{Control arrangements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-2010071572 "
"B30B9/301","{Feed means}","","","","This group is directed to the means for loading loose material in the baler.","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0388911 "
"B30B9/3014","{Ejection means}","","","","The ejection means should be part of the baling installation.","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-102007013382"
"B30B9/3017","{Odor eliminating means}","","","","The means should be integrated in the baling installation.","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5389346 "
"B30B9/3021","{Press rams}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3863779 "
"B30B9/3025","{Extrusion chambers with adjustable outlet opening}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3866529 "
"B30B9/3028","{Retaining dogs}","","","","","","","This place covers: Holding or gripping elements which are located in the wall of the pressing chamber to retain the compressed material. Illustrative example of subject matter classified in this group: US-A-5493963 "
"B30B9/3032","{Press boxes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-9408578 WO-A-0063004 "
"B30B9/3035","{Means for conditioning the material to be pressed, e.g. paper shredding means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-202007004201 "
"B30B9/3039","{Fluid removing means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-10250053 "
"B30B9/3042","{Containers provided with, or connectable to, compactor means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2572370 "
"B30B9/3046","{Containers with built-in compactor means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2058654"
"B30B9/305","{Drive arrangements for the press ram}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3899967 "
"B30B9/3053","{Hand- or foot-operated presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2315404"
"B30B9/3057","{Fluid-driven presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0268709"
"B30B9/306","{Mechanically-driven presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4100850 "
"B30B9/3064","{by screw means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5221052 "
"B30B9/3067","{by rack-and-pinion means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-1934279 "
"B30B9/3071","{by the pull of chains or ropes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-8025186 "
"B30B9/3075","{with press boxes on a movable carrier, e.g. turntable}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-0574362 "
"B30B9/3078","{with precompression means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A-2007028558"
"B30B9/3082","{with compression means other than rams performing a rectilinear movement}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-2110229"
"B30B9/3085","{using a stationary press ram co-operating with a movable press box}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-20207348"
"B30B9/3089","{Extrusion presses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5611268 "
"B30B9/3092","{with two or more stationary press boxes co-operating alternately with a press ram or simultaneously with press rams}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U-20108195 "
"B30B9/3096","{the means against which, or wherein, the material is compacted being retractable}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A-1775112 "
"B30B9/32","for consolidating scrap metal or for compacting used cars","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5655443 "
"B30B9/321","{for consolidating empty containers, e.g. cans}","","Recovery of plastics or other constituents of waste material containing plastics by agglomeration or compacting Compacting complete waste articles Hollow articles, e.g. bottlesRefuse receptacles specially adapted for segregated refuse collecting, e.g. receptacles with several compartments; Combination of receptaclesMechanisms actuated by objects other than coins to free or to actuate vending, hiring, coin or paper currency dispensing or refunding apparatus by returnable containers i.e. reverse vending systems in which a user is rewarded for returning a container that serves as a token of value, e.g. bottles - by fluid containers, e.g. bottles, cups, gas containers","B29B17/0052|B65F1/0033|G07F7/0609","","","","This place covers: Apparatus for consolidating metal, plastic and/or cardboard containers. Illustrative example of subject matter classified in this group: DE-A-19705136 "
"B30B9/322","{between jaws pivoting with respect to each other}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A-19612815 "
"B30B9/323","{operated by hand or foot}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5158013 "
"B30B9/325","{between rotary pressing members, e.g. rollers, discs}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4862796 "
