"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"C14B","MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES  (making leather substitutes B29, D06N; making articles from leather B68F; mechanical cleaning of hides or the like D06G; artificial leather D06N)","B29|D06N|B68F|D06G|D06N","Footwear made of animal fibresMaking leather substitutes by plastic moulding processes , e.g.Making articles from leatherArtificial leather","A43B1/023|B29|B29C45/14811|B68F|D06N3/00","","","Pelt the skin of an animal with the fur, wool or hair still on it.","This place covers: Methods and apparatuses for the mechanical treatment or processing of skins, hides or leather in general and furs Pelt-shearing machines Intestine-splitting machine"
"C14B1/00","Manufacture of leather; Machines or devices therefor {(machines specially adapted for forming upper shoe blanks or shoe leggings by stretching A43D8/003)}","A43D8/003","","","If the machine is clearly a machine for working leather, though leather per se may not be specifically mentioned, it should also be classified here. However, no machines should be classified here which are merely suitable to work leather, but not specially adapted to do so.","","","This place covers: Methods and machines for manufacturing leather. The machines can be in combination with other machines such as machines used for punching holes in belts, however such specific machines should be also classified for example in "
"C14B1/44","Mechanical treatment of leather surfaces","","Surface finishing of leather by chemical treatmentSpecial processes of dyeing leather","C14C11/00|D06P3/00","","","",""
"C14B1/46","Fluffing, buffing, or sanding","","","","","","Buffing, fluffing and sandingare all abrasive treatments.",""
"C14B1/56","Ornamenting, producing designs, embossing  (pressing or rolling in general C14B1/30; producing design on furs C14B15/12)","C14B1/30|C14B15/12","Ornamentation shoe part blanksWorking leather by laser beam, Inking and printing with a printer's forme on leatherProcess for producing decorative surface effects in generalRemoving surface-material, e.g. by engraving, by etching, by laser radiation in generalChemical surface finishing of leatherDyeing leather","A43D8/16|B23K26/402|B23K2103/34|B41M1/38|B44C1/00|B44C1/22|C14C11/00|D06P3/00","","","",""
"C14B3/00","Milling leather","","","","","","Millingis a process wherein the leather is rotated in a machine, comparable to a large clothes dryer just with the absence of air and heat. Through the soft falling action the natural fine lines in the leather are intensified.","This place covers: methods and apparatuses for milling leather."
"C14B5/00","Clicking, perforating, or cutting leather  (for shoe parts, e.g. soles, A43D; apparatus not specially adapted for leather B26D)","A43D|B26D","Working leather by laser beam, Removing surface-material, e.g. by engraving, by etching, by laser radiation for producing decorative surface effects in general","B23K26/402|B23K2103/34|B44C1/22","","","Clicking die cutting of leather.","This place covers: methods and apparatuses for clicking, perforating or cutting leather."
"C14B5/02","Stamps or dies for leather articles","","Perforating, punching, cutting-out, stamping-out in generalCutters or dies therefore","B26F1/00|B26F1/44","","","",""
"C14B7/00","Special leathers and their manufacture","","Layered products comprising leather","B32B9/02","","","","This place covers: special leathers, methods and apparatuses for manufacturing special leathers, e.g. leather composites, fish skin leather, snake leather, powdered leather."
"C14B9/00","Making driving belts or other leather belts or strips","","","","","","","This place covers: methods and apparatuses for making driving belts or other leather belts or strips."
"C14B11/00","Finishing the edges of leather pieces, e.g. by folding, by burning  (milling C14B3/00)","C14B3/00","Ornamenting the sole bottoms in footwear, e.g. finishing the edges of solesMachines for burnishing the edges of soles","A43D95/06|A43D95/22","","","","This place covers: methods and apparatuses for finishing the edges of leather pieces, e.g. by folding, by burning."
"C14B13/00","Shredding hides or leather  (shredding in general B02C)","B02C","Shredding in general","B02C","","","Shreddingcutting or tearing in small pieces. In case of leather the shredded particles are usually used to make leather composites with a binder.","This place covers: methods and apparatuses for shredding hides or leather."
"C14B15/00","Mechanical treatment of furs","","","","","","","This place covers: methods and apparatuses for mechanical treatment of furs."
"C14B15/12","Finishing, e.g. pointing furs; Producing designs or patterns","","","","","","Pointing fursrelates to a method whereby the furs are made by setting light coloured hairs in the fur skin.",""
"C14B17/00","Details of apparatus or machines for manufacturing or treating skins, hides, leather, or furs","","","","","","","This place covers: details of apparatus or machines for manufacturing or treating skins, hides, leather, or furs."
"C14B19/00","Hand tools specially adapted for the treatment of hides, skins, or leather in the manufacture of leather and furs  (equipment and tools for saddlery B68C)","B68C","","","","","","This place covers: hand tools specially adapted for the treatment of hides, skins, or leather in the manufacture of leather and furs."
"C14B21/00","Splitting intestines; Cutting intestines longitudinally  (cleaning or cutting intestines during processing of meat A22C17/00)","A22C17/00","","","","","","This place covers: methods and apparatuses for splitting intestines or cutting intestines longitudinally."
"C14B99/00","Subject matter not provided for in other groups of this subclass","","","","","","","This place covers: subject matter not provided for in the preceding groups of this subclass."
