"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B26B","HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR  (for harvesting A01D; for horticulture, for forestry A01G; for butchering or meat treatment A22; for manufactering or repairing footwear A43D; nail clippers or cutters A45D29/02; kitchen equipment A47J; {vegetable slicers, julienne cutters and similar devices and holders therefor, B26D3/28}; for surgical purposes A61B; for metal B23D; cutting by abrasive fluid jets B24C5/02; plier-like tools with cutting edges B25B7/22; pincers B25C11/02; handles for hand implements, in general B25G; guillotine-type cutters B26D; {perforating by non-mechanical means, e.g. by fluid jet, B26F1/26}; for erasing B43L19/00; for textile materials D06H)","A01D|A01G|A22|A43D|A45D29/02|A47J|B26D3/28|A61B|B23D|B24C5/02|B25B7/22|B25C11/02|B25G|B26D|B26F1/26|B43L19/00|D06H","Guillotine-type cutters for cigarsMethods of cutting hairHair removing by depilation or singeingContainers and stands for shaving devicesNail clippers or cuttersKitchen equipmentElectric toothbrushesCosmetics and shaving compositions for skinMaking of razor bladesHand tools for grinding, polishing or stroppingPortable power-driven hand toolsPincersCombination or multi-purpose toolsHandles for hand implementsCutting machines and details thereofGuillotine-type cuttersHeat treatment for knives, scissors or like hand-cutting toolsCoating metallic materialDynamo-electric machines/motors","A24F13/24|A45D7/00|A45D26/00|A45D27/22|A45D29/02|A47J|A61C17/22|A61K|B21D53/645|B24D15/08|B25|B25C11/02|B25F|B25G|B26D|B26D|C21D9/18|C23C|H02K","","","","This place covers: Hand knives, hand shears, scissors, axes, hatchets in general Hair cutting devices such as hair clippers, dry shavers and wet shave razors Hand-held cutting tools involving disc blades or annular blades Guards and sheaths for hand-held cutting tools Arrangements for guiding hand-held cutting tools"
"B26B1/00","Hand knives with adjustable blade; Pocket knives  (B26B11/00 takes precedence)","B26B11/00","Hand knives or pocket knives with additional tools or functions, e.g. as swiss knives","B26B11/00","","","","This place covers: Hand knives or pocket knives with adjustable blade, wherein the blade is movable but not detachable from the knife."
"B26B3/00","Hand knives with fixed blades {(handles, attaching the handles B25G)}","B25G","Handles and attaching handles in general","B25G","","","","This place covers: Hand knives wherein the blade is neither movable nor detachable"
"B26B5/00","Hand knives with one or more detachable blades","","","","","","","This place covers: Hand knives or cutters with detachable blades, the blades may be also detachable from a movable blade carrier as shown in the example below Example from US 2009/0165309 A1 by William Kamb et al."
"B26B7/00","Hand knives with reciprocating motor-driven blades","","","","","","","This place covers: Hand knives with one motor driven reciprocating or vibrating blade or with two or more counter-reciprocating blades Example from US 4,711,030 by Robert B. Ruston, Sr."
"B26B9/00","Blades for hand knives","","","","","","","This place covers: Features of knife blades and/or knife blade edges Example from US 2006/0101649 A1 by Chen Fen Chen"
"B26B11/00","Hand knives combined with other implements, e.g. with corkscrew, with scissors, with writing implement  (combined table-ware A47G21/06)","A47G21/06","Combined tableware","A47G21/06","","","","This place covers: Hand knives or pocket knives with additional tools or functions, e.g. as swiss knives"
"B26B13/00","Hand shears; Scissors","","","","","","","This place covers: Example from WO 02/32631 A1 by Adachi Kogyo, Inc."
"B26B15/00","Hand-held shears with motor-driven blades","","","","","","","This place covers: Hand-held shears with motor driven blades or wherein the movement of the fingers may be supported by drive means Example from US 2005/0160606 A1 by Ching Hsiu Yao"
"B26B17/00","Hand cutting tools {, i.e. with the cutting action actuated by muscle power} with two jaws which come into abutting contact  (nail clippers or cutters A45D29/02; joints therefor B25B7/06)","A45D29/02|B25B7/06","Nail clippers or cuttersJoints for pliers","A45D29/02|B25B7/06","","","","This place covers: Hand cutting tools wherein the two abutting cutting jaws may be arranged longitudinally or perpendicular to the handles"
"B26B19/00","Clippers or shavers operating with a plurality of cutting edges, e.g. hair clippers, dry shavers","","","","","","","This place covers: Example from US 5,054,199 by Hitoshi Ogawa et al."
"B26B21/00","Razors of the open or knife type; Safety razors or other shaving implements of the planing type; Hair-trimming devices involving a razor-blade; Equipment therefor","","","","","","","This place covers: Example from US 2005/0198841 A1 by Charles B. Worrick III"
"B26B23/00","Axes; Hatchets {(attaching of the handles B25G)}","B25G","Attaching of the handles","B25G","","","",""
"B26B25/00","Hand cutting tools involving disc blades, e.g. motor-driven  (details or components, e.g. casings, bodies, of portable power-driven tools not particularly related to the operation performed B25F5/00)","B25F5/00","","","","","","This place covers: Hand cutting tools wherein the disc blades may be manually rotated or by additional driving means Example from US 2009/0183378 A1 by David C. Eby et al."
"B26B27/00","Hand cutting tools not provided for in the preceding groups, e.g. finger rings for cutting string, devices for cutting by means of wires","","","","","","","This place covers: Handheld cutting tools which are completely different from knives, scissors or shavers, e.g. as the string cutter below for cutting out a windscreen Example from US 2003/0217471 A1 by Chun Po Huang"
"B26B29/00","Guards or sheaths {or guides} for hand cutting tools; Arrangements for guiding hand cutting tools  (guards for hair clippers or dry shavers B26B19/38)","B26B19/38","Guards for hair clippers or dry shavers","B26B19/38","","","",""
