"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"A41D1/086","for horse riding","","Riding equipment or accessoriesSaddling equipment","A63K3/00|B68C1/126","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D1/088","{with crotch reinforcement}","","Cycling trousers (with saddle reinforcements and padding)Buttocks protection in sports trousers not for cycling and not at crotch areaProtectors for clothing, not in crotch area of sports trousers","A41D1/084|A41D13/0537|A41D27/12","When reinforcements are used as interface between body and cycling saddle, e.g. for impact or pressure reduction, or for saddle shaped reinforcements, even if the word ""cycling"" is not used, classify only in , and not in . For all other crotch area reinforcements in sports trousers e.g. garment protection, classify only in .For buttocks protection in sports trousers not for cycling and not at crotch area, classify in .For clothing protection, i.e. patches avoiding wear and tear, not in crotch area of sports trousers, classify in .","A41D1/084|A41D1/088|A41D1/088|A41D13/0537|A41D27/12","","This place covers: Comprises sports trousers with crotch area reinforcements, i.e. garment protection. Illustrative example of subject matter classified in this group."
"A41D1/089","Shorts","","Bathing drawers or trunks","A41D7/005","","","",""
"A41D1/10","Means for maintaining the crease","","","","","","Creasethe line or mark produced on the surface of anything by folding; a furrow in a surface, such as is caused by folding; a fold, wrinkle, ridge, specifically in trousers.","This place covers: Illustrative examples of subject matter classified in this group."
"A41D1/12","Means for hiding bandy legs","","","","","","Bandy legscurved laterally with the concavity inward","This place covers: Illustrative example of subject matter classified in this group."
"A41D1/14","Skirts","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D1/16","Hooped skirts; Crinolines","","","","","","Crinolinea stiffened petticoat or underskirt made with a stiff fabric comprising a weft of horsehair and a warp of cotton or linen thread or an imitation fabric made of stiffened muslin or other material, designed to support the skirts of a woman's dress.Hooped skirtstiffened or expanded by hoops of whalebone, cane etc.","This place covers: Illustrative example of subject matter classified in this group."
"A41D1/18","Blouses","","Vests (e.g. T-shirts, casual tops) in generalBrassieres combined with corsetsBrassieres combined with other garments","A41D1/04|A41C1/06|A41C3/08","","","","This place covers: Upper body garments with features specifically meant for women. Illustrative examples of subject matter classified in this group.  "
"A41D1/21","Maternity clothing; Clothing specially adapted for persons caring for infants","","Maternity corsets","A41C1/10","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D1/215","Nursing clothing, e.g. for breastfeeding","","Baby-carriersInfant toysEducational appliances","A47D13/025|A63H33/006|G09B1/00","","","","This place covers: Illustrative example of subject matter classified in this group. Comprises also other clothes worn by infant carer, i.e. stimulating baby"
"A41D1/22","Clothing specially adapted for women, not otherwise provided for","","","","","","","This place covers: Comprises dresses and cleavage covers. Illustrative example of subject matter classified in this group. Cleavage cover"
"A41D3/00","Overgarments  (fur garments A41D5/00; for children A41D11/00; professional or sporting protective garments A41D13/00)","A41D5/00|A41D11/00|A41D13/00","Suit jacketsNon-outerwear vestsGarments for childrenProfessional, industrial or sporting protective garmentsHoods attachable to clothing","A41D1/02|A41D1/04|A41D11/00|A41D13/00|A42B1/048","References ,  and  are non-limiting in the group . CPC will be updated/corrected once this inconsistency is resolved in IPC.","A41D5/00|A41D11/00|A41D13/00|A41D3/00","","This place covers: Outer jackets. Illustrative examples of subject matter classified in this group."
"A41D3/02","Overcoats","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D3/04","Raincoats","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D3/06","with leg-protecting means","","Leggings, rain protectors for legs alone","A41D17/02","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D3/08","Capes","","Cover for sitting person","A47G9/066","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D5/00","Fur garments; Garments of fur substitutes","","Making garments from natural or artificial furMaking articles from leatherManufacture and treatment of leatherArtificial leather","A41H41/00|B68F1/00|C14B1/00|D06N3/00","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D5/003","{Garments of fur substitutes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D5/006","{Accessories for fur garments, e.g. fur fasteners, artificial animal heads  (fastening devices specially adapted for garments in general A41F1/00)}","A41F1/00","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D7/00","Bathing gowns; Swim-suits, drawers, or trunks; Beach suits","","Bathing caps","A42B1/12","","","","This place covers: Illustrative examples of subject matter classified in this group.  "
"A41D7/001","{Non-sinkable swim-suits, drawers or trunks  (life-saving equipment in water B63C9/08)}","B63C9/08","","","","","","This place covers: Swimwear having an insert, attachment or feature which enables floating or prevents sinking, such as a buoyant foam element. Illustrative example of subject matter classified in this group."
"A41D7/003","{provided with inflatable elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D7/005","{Bathing drawers or trunks  (A41D7/001 takes precedence)}","A41D7/001","Shorts","A41D1/089","","","","This place covers: Comprises bermuda swimming shorts. Illustrative example of subject matter classified in this group."
"A41D7/006","{Beach clothing not designed for swimming}","","UV or other ranges of light protectionUV or other ranges of light permeabilityUmbrellasTopical barriers, i.e. suncreams, Radiation therapy , Fiber treatment, Dyeing textilesOutdoor fabrics for tentsSun-shadesTentsFilters with dyes, ","A41D2400/26|A41D2400/28|A45B25/20|A61K8/0208|A61Q17/04|A61N5/0613|A61N2005/0645|D06M11/67|D06M23/00|D06P1/00|D10B2505/18|E04F10/02|E04H15/54|G02B5/223|G02B5/208","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D7/008","{Beach capes or robes}","","Towels, body-drying implements","A47K10/02","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D10/00","Pyjamas; Nightdresses","","Sleeping-bags with the shape of a garment used as pyjamas for babies","A41B13/06","","","","This place covers: Sleeping-bags with the shape of a garment used as pyjamas for adults. Illustrative examples of subject matter classified in this group."
"A41D11/00","Garments for children","","Baby LinenHeight measuringBabies' nappies or holders therefore","A41B13/00|A61B5/1072|A61F13/15","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/00","Professional, industrial or sporting protective garments, e.g. surgeons' gowns or garments protecting against blows or punches  (helmets A42B3/00; clothing affording protection against chemical agents or for use at high altitudes A62B17/00; life-saving garments for use at sea, diving suits B63C; bulletproof or armoured clothing F41H; clothing affording protection against radiation G21F3/02)","A42B3/00|A62B17/00|B63C|F41H|G21F3/02","Materials for clothing protecting against harmful chemical agents","A62D5/00","Comprises protective clothing having camouflage pattern.For materials of protective clothing having camouflage pattern class in .Looping references between  and  have been identified. Until this inconsistency is resolved, the current classification practice in CPC is as follows: for clothing affording protection against chemical agents or for use at high altitudes classify in  and do not classify in .In particular for ABC suits (used to protect against chemical/biological/toxic environment) classify in  and do not classify in .","A41D31/04|A41D13/00|A62B17/00|A62B17/00|A41D13/00|A62B17/006|A41D13/00","",""
"A41D13/0005","{Joints}","","","","Comprises sealing attachments between protective garments, also glove and protective garment sealing attachments.For glove and sleeve attachments without sealing class either in  or .","A41D19/0089|A41D19/0041","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D13/0007","{Garments with built-in harnesses  (safety harnesses A62B35/00)}","A62B35/00","Carrying strapsSafety harnesses for already walking childrenDevices for lifting disabled patientsLife-saving, parachutes with clothingParachutes with harnesses","A45F3/14|A47D13/086|A61G7/1023|A62B35/00|B64D17/30","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/001","{Garments protecting against insects}","","","","For layered textiles in garments protecting against insects class only in .","A41D13/001","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0012","{Professional or protective garments with pockets for particular uses, e.g. game pockets or with holding means for tools or the like}","","","","For professional or protective garments with pockets where the construction of the pocket is relevant per se class in  and lower groups and as additional information in .For medical staff garments with pockets for holding medical supplies class in  and in .","A41D27/20|A41D13/0012|A41D13/12|A41D13/0012","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0015","{Sports garments other than provided for in groups A41D13/0007 - A41D13/088}","A41D13/0007|A41D13/088","Sportive tightsProfessional or sportive protective overallsElastic materials in outerwearLayered elastic materials in outerwearUnderwear panti-hose /body stockingElastic trousers with curative purposes, compression stockingsElastic bands for exercising musclesWeighted exercise suitsElastic bands for exercising muscles worn on body","A41D1/08|A41D13/02|A41D31/18|A41D31/185|A41B11/14|A61F13/08|A63B21/0552|A63B21/065|A63B21/4025","Comprises garments with embedded elastic bands but no compression garments which have a curative or medical effect.For underwear panti-hose class in  and lower groups.For sportive tights class in  and lower groups.For underwear body stockings class in .For professional or sportive protective overalls class in .For sportive garments with embedded elastic bands but no compression class in  or  or .For compression stockings forward to .","A41B11/14|A41D1/08|A41B11/14|A41D13/02|A41D13/0015|A41D31/18|A41D31/185|A61F13/08","","This place covers: Illustrative example of subject matter classified in this group. Figure 1."
"A41D13/0017","{specially adapted for women}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/002","with controlled internal environment","","","","","","","This place covers: Illustrative example of subject matter classified in this group. Figure 1."
"A41D13/0025","{by means of forced air circulation}","","Furniture ventilated coversVehicle's seat with ventilationPortable air-conditioner units","A47C7/742|B60N2/5621|F24F1/04","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/005","with controlled temperature","","Heating / Cooling therapyHeating / cooling incorporated in clothingHeat-exchange apparatus (also coolers) with conduits","A61F7/02|A61F2007/0233|F28D15/00","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0051","{Heated garments  (heated divers' suits B63C11/28)}","B63C11/28","Heating / Cooling therapyHeating / cooling incorporated in clothingOhmic resist. heating in clothes","A61F7/02|A61F2007/0233|H05B3/342","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0053","{Cooled garments}","","Heating / Cooling therapyHeating / cooling incorporated in clothingHeat-exchange apparatus (also coolers) with conduits","A61F7/02|A61F2007/0233|F28D15/00","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D13/0055","{by means of dry ice}","","Ice-bags for therapeutic usesCold exchangers, ice pocketsHeat-storage apparatus in general, using latent heat","A61F7/10|F25D3/08|F28D20/02","","","","This place covers: Comprises dry ice, ice packs, gel packs. Illustrative examples:"
"A41D13/008","protecting against electric shocks or static electricity","","Lightning conductors","H02G13/00","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/01","with reflective or luminous safety means {(visible signalling arrangements G08B5/00)}","G08B5/00","Lighting signalling worn by driver, Lighting with clothingRefracting surfacesVisible signalling arrangements attached on persons, reflective safety beltsIndicating arrangements with diodesIlluminated signsReflective surfaces radiated with aerials/antena, ","B60Q1/2673|B60Q7/00|F21V33/0008|G02B5/126|G08B5/004|G09F9/33|G09F13/00|H01Q15/14|H01Q1/273","","","",""
"A41D13/012","for aquatic activities, e.g. with buoyancy aids","","Boots with waterproof legsLife-jacketsDiving suits","A43B23/06|B63C9/11|B63C11/04","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0125","{with buoyancy aids}","","Inflatable body suits","B63C9/1055","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/015","with shock-absorbing means  (A41D13/05 takes precedence)","A41D13/05","Cycling pants (with saddle reinforcements and padding)Protecting only a particular body partMaterials of protective garments with shock absorbing means","A41D1/084|A41D13/05|A41D31/28","Reference  is non-limiting in the subgroup . CPC will be updated/corrected once this inconsistency is resolved in IPC.","A41D13/05|A41D13/015","","This place covers: Shock-absorbing means in general, i.e. pads. Illustrative examples:"
"A41D13/0151","{Shooting jackets with a recoil pad}","","ArcheryAccessories for archery","A63B2244/04|F41B5/14","When protector is only for the arm, classify in .","A41D13/08","","This place covers: Comprises also archery protectors in the form of a garment. Illustrative example:"
"A41D13/018","inflatable automatically","","Backpacks with shoulder strapsAirbag triggeringMotorcycle safety equipment","A45F3/04|B60R21/0132|B62J27/00","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/02","Overalls {, e.g. bodysuits or bib overalls}  (sweating suits A61H36/00)","A61H36/00","Patient suitsDrop-seat openings (donning facilities).Underwear body stockingsBaby overallsCompression tights, elastic garments with curative purposesFlying suitsPackaging for clothing","A41D13/1263|A41D2400/44|A41B11/14|A41B13/005|A61F13/08|B64D10/00|B65D85/18","","","","This place covers: One-piece garments having an upper body portion (e.g. short or long sleeve top, bib secured by shoulder straps, etc.) and a lower body portion (e.g. pants, shorts, etc.). Illustrative example of subject matter classified in this group."
"A41D13/04","Aprons; Fastening devices for aprons","","Toilet/cosmetic protecting mantles, shoulder-shields, bibs (hairdresser)Napkins attachable to clothingNapkin with separate holding devicesLap traysSurgical drapes","A45D44/08|A47G11/002|A47G21/165|A47G23/0608|A61B46/00","When protection is for children/babies, class in bibs . When protection is for adults, class in aprons .For protectors of neckties class in .","A41B13/10|A41D13/04|A41D25/00","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/043","{Aprons resistant to mechanical aggressions, e.g. butcher's aprons}","","Armour plate constructions","F41H5/0492","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/046","{Aprons secured to the user by means of one or more split hoops of resilient material}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/05","protecting only a particular body part  (ear protectors A61F11/06)","A61F11/06","Sports brassièresHelmets with chin protectors integratedHearing and cold protectors for the ear (internal & external)Body protectors for players / sports","A41C3/00|A42B3/205|A61F11/06|A63B71/08","Even if  takes precedence over , if the shock-absorbing is relevant per se it should also be classed in .Comprises protection of body parts not included in the subgroups of  and protection for several body parts in the same garment.Comprises external impact protection for the ears.For shock-absorbing means in general, i.e. pads, class in .For materials of protective garments with shock absorbing means class in  and lower group.When protection is for clothing and not for body part, class in  or ","A41D13/05|A41D13/015|A41D13/015|A41D13/05|A41D13/015|A41D31/28|A41D13/04|A41D27/12","","This place covers: Illustrative example of subject matter classified in this group. Figure 1. Figure 2. Figure 3."
"A41D13/0506","{Hip}","","","","Includes hip shock-absorbing / protection pads, not shaping pads. For hip shaping pads classify in .","A41D27/26","","This place covers: Comprises groin, genitalia area. Illustrative example:"
"A41D13/0512","{Neck or shoulders area}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0518","{Chest}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0525","{Loin or waist area}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0531","{Spine}","","Back strengthening devices (orthopaedic corsets)","A61F5/026","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0537","{Buttocks}","","","","Comprises buttocks protection in sports trousers not for cycling and not at crotch area.When reinforcements are used as interface between body and cycling saddle, e.g. for impact or pressure reduction, or for saddle shaped reinforcements, even if the word ""cycling"" is not used, class only in , and not in . For all other crotch area reinforcements in sports trousers, e.g. garment protection, classify only in .","A41D1/084|A41D1/088|A41D1/088","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/0543","{Legs  (knee or foot A41D13/06; protectors for the legs of players or sportmen A63B71/1225)}","A41D13/06|A63B71/1225","","","For protection of trousers from rain, soiling with leggings class in .For clothing protection, i.e. patches avoiding wear & tear, class in .For mending garments by adhesive or adhesive patches, class in .","A41D17/02|A41D27/12|A41H27/00","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/06","Knee or foot {(protectors for the legs of players or sportsmen A63B71/1225)}","A63B71/1225","","","Socks with protection for the feet should be classified in  and as additional information in .","A41B11/02|A41D13/06","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/065","{Knee protectors}","","Kneelers, prayer supports","A47C16/04","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/08","Arm or hand  (protective gloves A41D19/015  {; protectors for the hands of players or sportsmen A63B71/14})","A41D19/015|A63B71/14","Orthopaedic devices for arm / hand / fingerElbow protectors for sportsmen","A61F5/013|A63B71/08","","","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D13/081","{Hand protectors}","","Orthopaedic devices for arm / hand / fingerGuards for hand cutting tools Data glovesCapacitive touch screens","A61F5/013|B26B29/00|G06F3/014|G06F3/044","For complete covering of hand with fingers class in  and lower classes (gloves).","A41D19/00","","This place covers: Comprises partial covering of hand. Illustrative example:"
"A41D13/082","{especially for the inner part of the hand}","","Palm protectors for hand sewing","D05B91/04","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/084","{especially for the outer part of the hand}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/085","{with at least one hole for a handle or a stick}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/087","{especially for fingers}","","Manicuring implementsOrthopaedic devices for fingers, Devices for preventing finger-suckingNail protectors, finger stallsLeaf turnersThimbles, finger shields, protectors for hand sewingFinger worn pointing devicePointing devicesMobile pen-type handsetsFacilitating the use of keys in mobile devices","A45D29/00|A61F5/013|A61F5/10|A61F5/50|A61F13/105|B42D9/04|D05B91/04|G06F|G06F3/033|H04M1/0285|H04M1/23","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/088","{especially for the wrist}","","Orthopaedic devices for arm / hand / fingerBandages for supporting wrist","A61F5/013|A61F13/107","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/11","Protective face masks, e.g. for surgical use, or for use in foul atmospheres  (eye-masks A61F9/04  {; hoods affording protection against heat or harmful chemical agents A62B17/04})","A61F9/04|A62B17/04","Masks or dominoes for concealing identity, e.g. for theatrical useMasks for cosmetic treatment of the faceEar, face or lip protectors (cosmetics)Hearing and cold protectors for the earMasks for respiratory patient treatmentRespiratory apparatus (with filters) Masks protecting chemical agents or high altitudeFilters for breathing protection purposes (with shape of mask)Nose filtersFilter Cloth material","A41G7/00|A45D44/002|A45D44/12|A61F11/00|A61M16/06|A62B7/00|A62B18/00|A62B23/025|A62B23/06|B01D39/08","When mask protects against splashes/liquids, dust or exterior impact, classify in  and lower groups.When filtering or respiratory protection of the mask is relevant, classify in .When both kind of protection are specified, both classes should be given in  and .","A41D13/11|A62B23/025|A41D13/11|A62B23/025","","This place covers: Illustrative examples of subject matter classified in this group."
"A41D13/1107","{characterised by their shape}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1115","{with a horizontal pleated pocket}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1123","{with a duckbill configuration}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/113","{with a vertical fold or weld}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1138","{with a cup configuration}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1146","{obtained by moulding}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1153","{with a hood}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1161","{Means for fastening to the user's head}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1176","{forming a complete seal at the edges of the mask}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1184","{with protection for the eyes, e.g. using shield or visor}","","Eye-masks","A61F9/04","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/12","Surgeons' or patients' gowns or dresses {(operating gloves A61B42/10)}","A61B42/10","","","For medical staff garments with pockets for holding medical supplies classify here and in .","A41D13/0012","","This place covers: Comprises garments for medical staff other than surgeons, i. e. nursing personel. Illustrative examples:"
"A41D13/1209","{Surgeons' gowns or dresses}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1236","{Patients' garments}","","Insulin pumps portable on the body","A61M5/14244","Comprises gown shapes.","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1245","{for the upper part of the body}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1254","{for the lower part of the body  (A41D13/0506 takes precedence)}","A41D13/0506","Devices worn by the patient for reception of bodily fluids","A61F5/44","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1263","{Suits}","","Underwear body stockingsPatient restraining devices","A41B11/14|A61F5/37","Comprises pants and shirt shape","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1272","{specially adapted for babies}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D13/1281","{with incorporated means for medical monitoring}","","Diagnosis by temperature mapping of body partsDetecting heart/pulse rate for diagnostic purposes, worn by patientMarking methods by using thermochromic compounds, liquid crystalsTenebrescent material (darkening or bleaching due to change of wavelengths) i.e. crystals lensesDyeing with phototropic dyesPhotometry, using change in colourSupports for thermometersMeasuring temperature upon physical/ chemical changes, change of colour","A61B5/015|A61B5/02438|B41M5/287|C09K9/00|D06P1/004|G01J1/50|G01K1/14|G01K11/12","","","","This place covers: The garment construction to hold means for medical monitoring. Illustrative example:"
"A41D15/00","Convertible garments","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D15/002","{in their length}","","Adjusting sleeve lengths","A41F19/005","For pants adjusting its length class in  and .","A41D15/002|A41D1/06","","This place covers: Illustrative example of subject matter classified in this group."
"A41D15/005","{reversible garments}","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D15/007","{with bolero structure}","","","","","","","This place covers: Illustrative example of subject matter classified in this group. "
"A41D15/02","Skirts convertible into trousers","","","","","","","This place covers: Illustrative example of subject matter classified in this group."
"A41D15/04","Garments convertible into other articles","","For travelling or camp articlesTravelling/sleeping rugs convertible into robes","A45F4/00|A47G9/064","","","","This place covers: Illustrative example of subject matter classified in this group."
