"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"D21F","PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON","","Making paper articlesArticles for writing or drawing uponHandling webs in generalMaking textile fabrics from fibers or filamentary material in generalMarking, inspecting, seaming or severing textile materials in generalSystems for controlling or regulating non-electric variables","B31D|B43L|B65H|D04H|D06H|G05D","Subgroups and main groups.If a document concerns embodiments which are covered by several subgroups dependent on a higher hierarchy group, the following rules apply:the specific technical information relevant for some of the subgroups is classified in all said subgroups, for example a fiber rearranging device located in the nozzle of a headbox is classified in  and ;if relevant, the structural association (e.g. the combination) of the elements covered by the subgroups is classified in the head group;analogously, if generic technical information common to all of the subgroups is disclosed and only schematic embodiments of the specific subgroup embodiments are represented, the documents is classified in the head group only.","D21F1/0018|D21F1/028","Sectionportion of a paper production machine effecting a certain process step, for example forming, pressing, drying, calendering, coating, etc.Yankeesteam heated drying cylinder of large diameter, mainly used for the production of creped tissue paperTADthrough air drying process, drying paper webs by passing streams of air therethrough","This place covers: Methods and devices in the wet end, press section and drying section of a papermaking machine, embossing paper, forming discontinuous sheets of paper."
"D21F1/00","Wet end of machines for making continuous webs of paper","","","","","","","This place covers: Wet end of papermaking machines, starting at the stable section, ending at the transfer/pick up to press section"
"D21F1/0009","{Regulating the freeness of the pulp}","","","","","","","This place covers: Controlling and regulating drainage rate, fiber length or degree of refining of a paper pulp suspension."
"D21F1/0018","{Devices for dispensing fibres in a fluid}","","","","","","","This place covers: Devices or altering the distribution of the fibers in the suspension, like for example by pressure pulse or ultrasound, the suspension flowing through the headbox of a papermaking machine."
"D21F1/0027","{Screen-cloths}","","","","","","","This place covers: Screens or fabrics made from plastic materials and useable for forming paper webs in a paper machine by separating fibers from an aqueous suspension or also if usable for drying a paper web in the drying section of a paper machine."
"D21F1/0045","{Triple layer fabrics}","","Heat treatment of fabrics","D04H","","","","This place covers: Fabrics comprising two separate layers (paper side layer and machine side layer) and a system of binding yarns interconnecting said layers, the binding yarns can also contribute to the forming of the paper side layer (known as sheet support binding (SSB))."
"D21F1/009","{Fibre-rearranging devices}","","","","","","","This place covers: Devices for altering the distribution of the fibers in the suspension, like for example by pressure pulse or ultrasound, the suspension being already spread on the forming screen."
"D21F1/02","Head boxes of Fourdrinier machines","","Valves in general ","F16K","","","","This place covers: Head boxes for all kind of paper machines (i.e. Fourdrinier, gapformer, twin- or hybrid-former) if not particularly suitable only for cylinder machines, in which case   is appropriate."
"D21F1/022","{Means for injecting material into flow within the headbox}","","","","","","","This place covers: Devices for injecting additional dilution water, dilution suspension or chemicals into a pulp flow within the headbox."
"D21F1/06","Regulating pulp flow","","","","","","","This place covers: Regulating the pulp flow into and out of the headbox."
"D21F1/08","Regulating consistency","","","","","","","This place covers: Dilution devices before or in the headbox."
"D21F1/10","Wire-cloths  (production of wire-cloths B21F)","B21F","","","","","","This place covers: Forming or drying wires only if made from metallic materials."
"D21F1/18","Shaking apparatus for wire-cloths and associated parts","","","","","","","This place covers: Shaking apparatus for wire and screen cloths, including ultrasound principles."
"D21F1/20","in Fourdrinier machines","","","","","","","This place covers: Shaking apparatus in all type of Fourdrinier, gapformer, twinformer or hybridformer machines."
"D21F1/22","in cylinder machines","","","","","","","This place covers: Shaking apparatus specially adapted for being used in a cylinder machine."
